index,Date (EST),Contents,Category,Post Title,Date_Ext,token_text,sentiment_py,same_pred
54,10/14/2017,Buy another PlayStation now. — I’d rather not https://t.co/4uuKL7Bk3K Buy another PlayStation now. — I’d rather not https://t.co/4uuKL7Bk3K,neutral,Buy another PlayStation now. — I’d rather not https://t.co/4uuKL7Bk3K,10/14/2017,"['buy', 'another', 'playstation', 'now', '', '', 'i', 'd', 'rather', 'not', 'buy', 'another', 'playstation', 'now', '', '', 'i', 'd', 'rather', 'not']",neutral,1.0
55,10/16/2017,"I'm a fairly patient person, I'm not a perfectionist, I don't mind the odd hiccups now and again, but I am fed up with needing to reboot my router so that I can get the service I am entitled to have. The v1.22t issue seems to be dragging on for far too long. Today I rebooted because I lost the Sky channels, unable to log onto router and playstation not connecting. Router and playstation now ok but still no Sky (but program guide and info button are still showing program information!!). Remote connection is enabled on the router and my profile is up to date. OK, I know that the OCEs are not available till Monday but can anyone offer a glimmer of hope? Solved! Jump to the Best Answer. ====================::==================== This firmware update, is this available to all your customers? I'm curious how you were able to install the update for him? Politeness is priceless when received, cost nothing to own or give, yet some cannot afford. Solved: HG633 v1.22t How long do we have to wait for TT ...",negative,Solved: HG633 v1.22t How long do we have to wait for TT ...,10/16/2017,"['i', 'm', 'a', 'fairly', 'patient', 'person', '', 'i', 'm', 'not', 'a', 'perfectionist', '', 'i', 'do', 'nt', 'mind', 'the', 'odd', 'hiccups', 'now', 'and', 'again', '', 'but', 'i', 'am', 'fed', 'up', 'with', 'needing', 'to', 'reboot', 'my', 'router', 'so', 'that', 'i', 'can', 'get', 'the', 'service', 'i', 'am', 'entitled', 'to', 'have', '', 'the', 'v122', 't', 'issue', 'seems', 'to', 'be', 'dragging', 'on', 'for', 'far', 'too', 'long', '', 'today', 'i', 'rebooted', 'because', 'i', 'lost', 'the', 'sky', 'channels', '', 'unable', 'to', 'log', 'onto', 'router', 'and', 'playstation', 'not', 'connecting', '', 'router', 'and', 'playstation', 'now', 'ok', 'but', 'still', 'no', 'sky', '', 'but', 'program', 'guide', 'and', 'info', 'button', 'are', 'still', 'showing', 'program', 'information', '', '', '', '', 'remote', 'connection', 'is', 'enabled', 'on', 'the', 'router', 'and', 'my', 'profile', 'is', 'up', 'to', 'date', '', 'ok', '', 'i', 'know', 'that', 'the', 'oces', 'are', 'not', 'available', 'till', 'monday', 'but', 'can', 'anyone', 'offer', 'a', 'glimmer', 'of', 'hope', '', 'solved', '', 'jump', 'to', 'the', 'best', 'answer', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'this', 'firmware', 'update', '', 'is', 'this', 'available', 'to', 'all', 'your', 'customers', '', 'i', 'm', 'curious', 'how', 'you', 'were', 'able', 'to', 'install', 'the', 'update', 'for', 'him', '', 'politeness', 'is', 'priceless', 'when', 'received', '', 'cost', 'nothing', 'to', 'own', 'or', 'give', '', 'yet', 'some', 'can', 'not', 'afford', '', 'solved', 'hg633', 'v122', 't', 'how', 'long', 'do', 'we', 'have', 'to', 'wait', 'for', 'tt', '']",neutral,0.0
56,10/17/2017,"@FacianeA I've had a password reset request once a day for two years now. I don't even have anything on the account, was just for PSNow :') @FacianeA I've had a password reset request once a day for two years now.

I don't even have anything on the account, was just for PSNow :')",positive,"@FacianeA I've had a password reset request once a day for two years now.

I don't even have anything on the account, was just for PSNow :')",10/17/2017,"['SCREEN_NAME', 'i', 've', 'had', 'a', 'password', 'reset', 'request', 'once', 'a', 'day', 'for', 'two', 'years', 'now', '', 'i', 'do', 'nt', 'even', 'have', 'anything', 'on', 'the', 'account', '', 'was', 'just', 'for', 'psnow', 'SCREEN_NAME', 'i', 've', 'had', 'a', 'password', 'reset', 'request', 'once', 'a', 'day', 'for', 'two', 'years', 'now', '', 'i', 'do', 'nt', 'even', 'have', 'anything', 'on', 'the', 'account', '', 'was', 'just', 'for', 'psnow']",neutral,0.0
57,10/14/2017,"""PlayStation Now"" options have appeared in my predictive text. ""PlayStation Now"" options have appeared in my predictive text.",neutral,"""PlayStation Now"" options have appeared in my predictive text.",10/14/2017,"['', 'playstation', 'now', '', 'options', 'have', 'appeared', 'in', 'my', 'predictive', 'text', '', '', 'playstation', 'now', '', 'options', 'have', 'appeared', 'in', 'my', 'predictive', 'text', '']",neutral,1.0
58,10/13/2017,@Dirrty_Dave 😂 turning on play station now llf @Dirrty_Dave 😂 turning on play station now llf,positive,@Dirrty_Dave 😂 turning on play station now llf,10/13/2017,"['SCREEN_NAME', '', 'turning', 'on', 'play', 'station', 'now', 'llf', 'SCREEN_NAME', '', 'turning', 'on', 'play', 'station', 'now', 'llf']",neutral,0.0
59,10/17/2017,@Pcmasterrace13 @LightUpTheU @Xbox Actually you can......#PSNow @Pcmasterrace13 @LightUpTheU @Xbox Actually you can......#PSNow,neutral,@Pcmasterrace13 @LightUpTheU @Xbox Actually you can......#PSNow,10/17/2017,"['SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'actually', 'you', 'can', '', 'psnow', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'actually', 'you', 'can', '', 'psnow']",neutral,1.0
60,10/13/2017,"One of the Xbox One’s standout features is backwards compatibility support for Xbox 360 games. There are more than 400 titles in the catalog right now, and the library is seemingly always growing. Microsoft is committed to backwards compatibility now and in the long run, Xbox boss Phil Spencer told GameSpot at the Brazil Game Show today.

In June, there was a report that said Xbox One owners “largely ignore” the backwards compatibility feature. Microsoft responded by pointing out that around half of all Xbox One owners have used the feature, tallying some 508 million hours using the service. Spencer doubled down on this, saying it’s categorically untrue that it’s an ignored feature.

“It’s not true that people don’t play it. I’ve seen those online arguments about nobody uses it or everybody uses it. It’s not true that everybody plays backwards compatibility games, it’s not true that no one does,” he said. “A lot of the data is third party data so I can’t really tell you how many people are playing a certain game; it’s not my game. I think the best signal we had so far is when Black Ops II landed and that month it hit NPD’s Top 10 that month for game sales. An Xbox 360 game that’s years old, that shows that people care.”

The Xbox One is the only new-generation console that has true backwards compatibility support. The PlayStation 4, by comparison, requires users to re-purchase older games to play on the system through PlayStation Now and the PS2 Classics program.

“We continue to invest in back-compat because it matters. Not because somebody else [Sony] doesn’t have it. If somebody else did it tomorrow, we wouldn’t stop. We see it as a commitment to our customers that the games you buy from us [will work on new platforms].”

In addition to Xbox 360 games, the backwards compatibility lineup will add support for Original Xbox games before the end of the year. Microsoft is “really close” to launching this, Spencer told us, also teasing some news about support on Xbox One X.

Also in our interview, Spencer spoke about how he wants to move beyond the old way of thinking that when you buy a new console, your purchases for the older device are rendered useless. That’s part of the reason why backwards compatibility is so important to Microsoft.

“I want to give gamers a choice. It’s about growing gaming not being divisive and artificially trying to move you ahead. That’s why Xbox One X plays the same games Xbox One S does. PC has done this for years. It’s not rocket science in how you figure this out.”

For more on our conversation with Spencer, check out the stories linked below or our full Q&A with the Xbox boss.

 * Microsoft On Xbox One X – “It’s Not For Everybody”
 * Xbox Boss Is Unsure If Cross-Play With PS4 Will Ever Happen
 * Xbox Boss Phil Spencer Hasn’t Beaten Cuphead Yet, But He Has A Good Excuse
 * Phil Spencer Talks His Destiny 2 Power Level And The Weapon He Wants
 * Xbox One’s Original Xbox Backwards Compatibility Coming This Year
 * Xbox Exec Speaks Out Against Exclusive DLC And Recognizes The Irony Saying That Xbox One Backwards Compatibility Is Not Being Ignored, Exec Says",neutral,"Xbox One Backwards Compatibility Is Not Being Ignored, Exec Says",10/13/2017,"['one', 'of', 'the', 'xbox', 'one', 's', 'standout', 'features', 'is', 'backwards', 'compatibility', 'support', 'for', 'xbox', '360', 'games', '', 'there', 'are', 'more', 'than', '400', 'titles', 'in', 'the', 'catalog', 'right', 'now', '', 'and', 'the', 'library', 'is', 'seemingly', 'always', 'growing', '', 'microsoft', 'is', 'committed', 'to', 'backwards', 'compatibility', 'now', 'and', 'in', 'the', 'long', 'run', '', 'xbox', 'boss', 'phil', 'spencer', 'told', 'gamespot', 'at', 'the', 'brazil', 'game', 'show', 'today', '', 'in', 'june', '', 'there', 'was', 'a', 'report', 'that', 'said', 'xbox', 'one', 'owners', '', 'largely', 'ignore', '', 'the', 'backwards', 'compatibility', 'feature', '', 'microsoft', 'responded', 'by', 'pointing', 'out', 'that', 'around', 'half', 'of', 'all', 'xbox', 'one', 'owners', 'have', 'used', 'the', 'feature', '', 'tallying', 'some', '508', 'million', 'hours', 'using', 'the', 'service', '', 'spencer', 'doubled', 'down', 'on', 'this', '', 'saying', 'it', 's', 'categorically', 'untrue', 'that', 'it', 's', 'an', 'ignored', 'feature', '', '', 'it', 's', 'not', 'true', 'that', 'people', 'do', 'nt', 'play', 'it', '', 'i', 've', 'seen', 'those', 'online', 'arguments', 'about', 'nobody', 'uses', 'it', 'or', 'everybody', 'uses', 'it', '', 'it', 's', 'not', 'true', 'that', 'everybody', 'plays', 'backwards', 'compatibility', 'games', '', 'it', 's', 'not', 'true', 'that', 'no', 'one', 'does', '', '', 'he', 'said', '', '', 'a', 'lot', 'of', 'the', 'data', 'is', 'third', 'party', 'data', 'so', 'i', 'ca', 'nt', 'really', 'tell', 'you', 'how', 'many', 'people', 'are', 'playing', 'a', 'certain', 'game', '', 'it', 's', 'not', 'my', 'game', '', 'i', 'think', 'the', 'best', 'signal', 'we', 'had', 'so', 'far', 'is', 'when', 'black', 'ops', 'ii', 'landed', 'and', 'that', 'month', 'it', 'hit', 'npd', 's', 'top', '10', 'that', 'month', 'for', 'game', 'sales', '', 'an', 'xbox', '360', 'game', 'that', 's', 'years', 'old', '', 'that', 'shows', 'that', 'people', 'care', '', '', 'the', 'xbox', 'one', 'is', 'the', 'only', 'new', 'generation', 'console', 'that', 'has', 'true', 'backwards', 'compatibility', 'support', '', 'the', 'playstation', '4', '', 'by', 'comparison', '', 'requires', 'users', 'to', 're', 'purchase', 'older', 'games', 'to', 'play', 'on', 'the', 'system', 'through', 'playstation', 'now', 'and', 'the', 'ps2', 'classics', 'program', '', '', 'we', 'continue', 'to', 'invest', 'in', 'back', 'compat', 'because', 'it', 'matters', '', 'not', 'because', 'somebody', 'else', '', 'sony', '', 'does', 'nt', 'have', 'it', '', 'if', 'somebody', 'else', 'did', 'it', 'tomorrow', '', 'we', 'would', 'nt', 'stop', '', 'we', 'see', 'it', 'as', 'a', 'commitment', 'to', 'our', 'customers', 'that', 'the', 'games', 'you', 'buy', 'from', 'us', '', 'will', 'work', 'on', 'new', 'platforms', '', '', '', 'in', 'addition', 'to', 'xbox', '360', 'games', '', 'the', 'backwards', 'compatibility', 'lineup', 'will', 'add', 'support', 'for', 'original', 'xbox', 'games', 'before', 'the', 'end', 'of', 'the', 'year', '', 'microsoft', 'is', '', 'really', 'close', '', 'to', 'launching', 'this', '', 'spencer', 'told', 'us', '', 'also', 'teasing', 'some', 'news', 'about', 'support', 'on', 'xbox', 'one', 'x', 'also', 'in', 'our', 'interview', '', 'spencer', 'spoke', 'about', 'how', 'he', 'wants', 'to', 'move', 'beyond', 'the', 'old', 'way', 'of', 'thinking', 'that', 'when', 'you', 'buy', 'a', 'new', 'console', '', 'your', 'purchases', 'for', 'the', 'older', 'device', 'are', 'rendered', 'useless', '', 'that', 's', 'part', 'of', 'the', 'reason', 'why', 'backwards', 'compatibility', 'is', 'so', 'important', 'to', 'microsoft', '', '', 'i', 'want', 'to', 'give', 'gamers', 'a', 'choice', '', 'it', 's', 'about', 'growing', 'gaming', 'not', 'being', 'divisive', 'and', 'artificially', 'trying', 'to', 'move', 'you', 'ahead', '', 'that', 's', 'why', 'xbox', 'one', 'x', 'plays', 'the', 'same', 'games', 'xbox', 'one', 's', 'does', '', 'pc', 'has', 'done', 'this', 'for', 'years', '', 'it', 's', 'not', 'rocket', 'science', 'in', 'how', 'you', 'figure', 'this', 'out', '', '', 'for', 'more', 'on', 'our', 'conversation', 'with', 'spencer', '', 'check', 'out', 'the', 'stories', 'linked', 'below', 'or', 'our', 'full', 'qa', 'with', 'the', 'xbox', 'boss', '', '', 'microsoft', 'on', 'xbox', 'one', 'x', '', '', 'it', 's', 'not', 'for', 'everybody', '', '', 'xbox', 'boss', 'is', 'unsure', 'if', 'cross', 'play', 'with', 'ps4', 'will', 'ever', 'happen', '', 'xbox', 'boss', 'phil', 'spencer', 'hasnt', 'beaten', 'cuphead', 'yet', '', 'but', 'he', 'has', 'a', 'good', 'excuse', '', 'phil', 'spencer', 'talks', 'his', 'destiny', '2', 'power', 'level', 'and', 'the', 'weapon', 'he', 'wants', '', 'xbox', 'one', 's', 'original', 'xbox', 'backwards', 'compatibility', 'coming', 'this', 'year', '', 'xbox', 'exec', 'speaks', 'out', 'against', 'exclusive', 'dlc', 'and', 'recognizes', 'the', 'irony', 'saying', 'that', 'xbox', 'one', 'backwards', 'compatibility', 'is', 'not', 'being', 'ignored', '', 'exec', 'says']",neutral,1.0
61,10/16/2017,"I'm a fairly patient person, I'm not a perfectionist, I don't mind the odd hiccups now and again, but I am fed up with needing to reboot my router so that I can get the service I am entitled to have. The v1.22t issue seems to be dragging on for far too long. Today I rebooted because I lost the Sky channels, unable to log onto router and playstation not connecting. Router and playstation now ok but still no Sky (but program guide and info button are still showing program information!!). Remote connection is enabled on the router and my profile is up to date. OK, I know that the OCEs are not available till Monday but can anyone offer a glimmer of hope? Solved! Jump to the Best Answer. ====================::==================== Hi I've updated the router firmware, test and see if this helps. Thanks Karl. Check & Report l Our latest Blog l Share your Ideas l Service Status l Help with your Service l Community Stars Solved: HG633 v1.22t How long do we have to wait for TT ...",negative,Solved: HG633 v1.22t How long do we have to wait for TT ...,10/16/2017,"['i', 'm', 'a', 'fairly', 'patient', 'person', '', 'i', 'm', 'not', 'a', 'perfectionist', '', 'i', 'do', 'nt', 'mind', 'the', 'odd', 'hiccups', 'now', 'and', 'again', '', 'but', 'i', 'am', 'fed', 'up', 'with', 'needing', 'to', 'reboot', 'my', 'router', 'so', 'that', 'i', 'can', 'get', 'the', 'service', 'i', 'am', 'entitled', 'to', 'have', '', 'the', 'v122', 't', 'issue', 'seems', 'to', 'be', 'dragging', 'on', 'for', 'far', 'too', 'long', '', 'today', 'i', 'rebooted', 'because', 'i', 'lost', 'the', 'sky', 'channels', '', 'unable', 'to', 'log', 'onto', 'router', 'and', 'playstation', 'not', 'connecting', '', 'router', 'and', 'playstation', 'now', 'ok', 'but', 'still', 'no', 'sky', '', 'but', 'program', 'guide', 'and', 'info', 'button', 'are', 'still', 'showing', 'program', 'information', '', '', '', '', 'remote', 'connection', 'is', 'enabled', 'on', 'the', 'router', 'and', 'my', 'profile', 'is', 'up', 'to', 'date', '', 'ok', '', 'i', 'know', 'that', 'the', 'oces', 'are', 'not', 'available', 'till', 'monday', 'but', 'can', 'anyone', 'offer', 'a', 'glimmer', 'of', 'hope', '', 'solved', '', 'jump', 'to', 'the', 'best', 'answer', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'hi', 'i', 've', 'updated', 'the', 'router', 'firmware', '', 'test', 'and', 'see', 'if', 'this', 'helps', '', 'thanks', 'karl', '', 'check', '', 'report', 'l', 'our', 'latest', 'blog', 'l', 'share', 'your', 'ideas', 'l', 'service', 'status', 'l', 'help', 'with', 'your', 'service', 'l', 'community', 'stars', 'solved', 'hg633', 'v122', 't', 'how', 'long', 'do', 'we', 'have', 'to', 'wait', 'for', 'tt', '']",neutral,0.0
62,10/14/2017,"@AskPlayStation Hey, I wasnt aware. I would be charged pass trial for PSNow, I don't want it, can I get a refund? @AskPlayStation Hey, I wasnt aware. I would be charged  pass trial for PSNow, I don't  want it, can I get a refund?",negative,"@AskPlayStation Hey, I wasnt aware. I would be charged  pass trial for PSNow, I don't  want it, can I get a refund?",10/14/2017,"['SCREEN_NAME', 'hey', '', 'i', 'was', 'nt', 'aware', '', 'i', 'would', 'be', 'charged', 'pass', 'trial', 'for', 'psnow', '', 'i', 'do', 'nt', 'want', 'it', '', 'can', 'i', 'get', 'a', 'refund', '', 'SCREEN_NAME', 'hey', '', 'i', 'was', 'nt', 'aware', '', 'i', 'would', 'be', 'charged', 'pass', 'trial', 'for', 'psnow', '', 'i', 'do', 'nt', 'want', 'it', '', 'can', 'i', 'get', 'a', 'refund', '']",neutral,0.0
63,10/16/2017,"I'm a fairly patient person, I'm not a perfectionist, I don't mind the odd hiccups now and again, but I am fed up with needing to reboot my router so that I can get the service I am entitled to have. The v1.22t issue seems to be dragging on for far too long. Today I rebooted because I lost the Sky channels, unable to log onto router and playstation not connecting. Router and playstation now ok but still no Sky (but program guide and info button are still showing program information!!). Remote connection is enabled on the router and my profile is up to date. OK, I know that the OCEs are not available till Monday but can anyone offer a glimmer of hope? Solved! Jump to the Best Answer. ====================::==================== Hi Karl Thanks for the update. I'll report back in a week (hopefully no more problems before then). Cheers Charlieboy99. Solved: HG633 v1.22t How long do we have to wait for TT ...",negative,Solved: HG633 v1.22t How long do we have to wait for TT ...,10/16/2017,"['i', 'm', 'a', 'fairly', 'patient', 'person', '', 'i', 'm', 'not', 'a', 'perfectionist', '', 'i', 'do', 'nt', 'mind', 'the', 'odd', 'hiccups', 'now', 'and', 'again', '', 'but', 'i', 'am', 'fed', 'up', 'with', 'needing', 'to', 'reboot', 'my', 'router', 'so', 'that', 'i', 'can', 'get', 'the', 'service', 'i', 'am', 'entitled', 'to', 'have', '', 'the', 'v122', 't', 'issue', 'seems', 'to', 'be', 'dragging', 'on', 'for', 'far', 'too', 'long', '', 'today', 'i', 'rebooted', 'because', 'i', 'lost', 'the', 'sky', 'channels', '', 'unable', 'to', 'log', 'onto', 'router', 'and', 'playstation', 'not', 'connecting', '', 'router', 'and', 'playstation', 'now', 'ok', 'but', 'still', 'no', 'sky', '', 'but', 'program', 'guide', 'and', 'info', 'button', 'are', 'still', 'showing', 'program', 'information', '', '', '', '', 'remote', 'connection', 'is', 'enabled', 'on', 'the', 'router', 'and', 'my', 'profile', 'is', 'up', 'to', 'date', '', 'ok', '', 'i', 'know', 'that', 'the', 'oces', 'are', 'not', 'available', 'till', 'monday', 'but', 'can', 'anyone', 'offer', 'a', 'glimmer', 'of', 'hope', '', 'solved', '', 'jump', 'to', 'the', 'best', 'answer', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'hi', 'karl', 'thanks', 'for', 'the', 'update', '', 'i', 'll', 'report', 'back', 'in', 'a', 'week', '', 'hopefully', 'no', 'more', 'problems', 'before', 'then', '', '', 'cheers', 'charlieboy99', '', 'solved', 'hg633', 'v122', 't', 'how', 'long', 'do', 'we', 'have', 'to', 'wait', 'for', 'tt', '']",neutral,0.0
64,10/15/2017,"I'm a fairly patient person, I'm not a perfectionist, I don't mind the odd hiccups now and again, but I am fed up with needing to reboot my router so that I can get the service I am entitled to have. The v1.22t issue seems to be dragging on for far too long. Today I rebooted because I lost the Sky channels, unable to log onto router and playstation not connecting. Router and playstation now ok but still no Sky (but program guide and info button are still showing program information!!). Remote connection is enabled on the router and my profile is up to date. OK, I know that the OCEs are not available till Monday but can anyone offer a glimmer of hope? ====================::==================== Hi AWM Mars If you start your own thread (new message), we ’ d love to help. We ’ ve found that posting in someone else ’ s conversation makes it harder to follow when looking for an answer. It ’ s easier and quicker if we can chat with you in a single thread, if you start your own thread, that will keep our community organised and help others with a similar problem. Check your home phone number or account number are also added to your Community Profile as that will really help us to find your details quicker. Thanks Karl Check & Report l Our latest Blog l Share your Ideas l Service Status l Help with your Service l Community Stars Click Me To Trial Our New Webmail. HG633 v1.22t How long do we have to wait for TT ...",negative,HG633 v1.22t How long do we have to wait for TT ...,10/15/2017,"['i', 'm', 'a', 'fairly', 'patient', 'person', '', 'i', 'm', 'not', 'a', 'perfectionist', '', 'i', 'do', 'nt', 'mind', 'the', 'odd', 'hiccups', 'now', 'and', 'again', '', 'but', 'i', 'am', 'fed', 'up', 'with', 'needing', 'to', 'reboot', 'my', 'router', 'so', 'that', 'i', 'can', 'get', 'the', 'service', 'i', 'am', 'entitled', 'to', 'have', '', 'the', 'v122', 't', 'issue', 'seems', 'to', 'be', 'dragging', 'on', 'for', 'far', 'too', 'long', '', 'today', 'i', 'rebooted', 'because', 'i', 'lost', 'the', 'sky', 'channels', '', 'unable', 'to', 'log', 'onto', 'router', 'and', 'playstation', 'not', 'connecting', '', 'router', 'and', 'playstation', 'now', 'ok', 'but', 'still', 'no', 'sky', '', 'but', 'program', 'guide', 'and', 'info', 'button', 'are', 'still', 'showing', 'program', 'information', '', '', '', '', 'remote', 'connection', 'is', 'enabled', 'on', 'the', 'router', 'and', 'my', 'profile', 'is', 'up', 'to', 'date', '', 'ok', '', 'i', 'know', 'that', 'the', 'oces', 'are', 'not', 'available', 'till', 'monday', 'but', 'can', 'anyone', 'offer', 'a', 'glimmer', 'of', 'hope', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'hi', 'awm', 'mars', 'if', 'you', 'start', 'your', 'own', 'thread', '', 'new', 'message', '', '', 'we', '', 'd', 'love', 'to', 'help', '', 'we', '', 've', 'found', 'that', 'posting', 'in', 'someone', 'else', '', 's', 'conversation', 'makes', 'it', 'harder', 'to', 'follow', 'when', 'looking', 'for', 'an', 'answer', '', 'it', '', 's', 'easier', 'and', 'quicker', 'if', 'we', 'can', 'chat', 'with', 'you', 'in', 'a', 'single', 'thread', '', 'if', 'you', 'start', 'your', 'own', 'thread', '', 'that', 'will', 'keep', 'our', 'community', 'organised', 'and', 'help', 'others', 'with', 'a', 'similar', 'problem', '', 'check', 'your', 'home', 'phone', 'number', 'or', 'account', 'number', 'are', 'also', 'added', 'to', 'your', 'community', 'profile', 'as', 'that', 'will', 'really', 'help', 'us', 'to', 'find', 'your', 'details', 'quicker', '', 'thanks', 'karl', 'check', '', 'report', 'l', 'our', 'latest', 'blog', 'l', 'share', 'your', 'ideas', 'l', 'service', 'status', 'l', 'help', 'with', 'your', 'service', 'l', 'community', 'stars', 'click', 'me', 'to', 'trial', 'our', 'new', 'webmail', '', 'hg633', 'v122', 't', 'how', 'long', 'do', 'we', 'have', 'to', 'wait', 'for', 'tt', '']",neutral,0.0
65,10/13/2017,"@BethesdaStudios Lol #Fallout Images to promote #TheEvilWithin2 , How about releasing the DLC FOR #PSNOW #FONV AND #FO3 Just Sayin 🤣 @BethesdaStudios Lol #Fallout Images to promote #TheEvilWithin2 , How about releasing the DLC FOR #PSNOW #FONV AND #FO3 Just Sayin 🤣",neutral,"@BethesdaStudios Lol #Fallout Images to promote #TheEvilWithin2 , How about releasing the DLC FOR #PSNOW #FONV AND #FO3 Just Sayin 🤣",10/13/2017,"['SCREEN_NAME', 'lol', '', 'fallout', 'images', 'to', 'promote', '', 'theevilwithin2', '', 'how', 'about', 'releasing', 'the', 'dlc', 'for', '', 'psnow', '', 'fonv', 'and', '', 'fo3', 'just', 'sayin', '', 'SCREEN_NAME', 'lol', '', 'fallout', 'images', 'to', 'promote', '', 'theevilwithin2', '', 'how', 'about', 'releasing', 'the', 'dlc', 'for', '', 'psnow', '', 'fonv', 'and', '', 'fo3', 'just', 'sayin', '']",positive,0.0
66,10/13/2017,@Sykotix @PlayStation NOW I GOTTA SIT HERE DOWNLOAD THE SAME GAME ON A TRASHY DOODOO CONNECTION FOR 13+ HOURS BECAUSE YOU MAN TRIED TO GET SMART. @Sykotix @PlayStation NOW I GOTTA SIT HERE DOWNLOAD THE SAME GAME ON A TRASHY DOODOO CONNECTION FOR 13+ HOURS BECAUSE YOU MAN TRIED TO GET SMART.,neutral,@Sykotix @PlayStation NOW I GOTTA SIT HERE DOWNLOAD THE SAME GAME ON A TRASHY DOODOO CONNECTION FOR 13+ HOURS BECAUSE YOU MAN TRIED TO GET SMART.,10/13/2017,"['SCREEN_NAME', 'SCREEN_NAME', 'now', 'i', 'gotta', 'sit', 'here', 'download', 'the', 'same', 'game', 'on', 'a', 'trashy', 'doodoo', 'connection', 'for', '13', '', 'hours', 'because', 'you', 'man', 'tried', 'to', 'get', 'smart', '', 'SCREEN_NAME', 'SCREEN_NAME', 'now', 'i', 'gotta', 'sit', 'here', 'download', 'the', 'same', 'game', 'on', 'a', 'trashy', 'doodoo', 'connection', 'for', '13', '', 'hours', 'because', 'you', 'man', 'tried', 'to', 'get', 'smart', '']",negative,0.0
67,10/15/2017,@PlayStation @Sony Please put Mortal Kombat VS DC Universe PS3 game on Playstation Now for PS4 @PlayStation @Sony Please put Mortal Kombat VS DC Universe PS3 game on Playstation Now for PS4,neutral,@PlayStation @Sony Please put Mortal Kombat VS DC Universe PS3 game on Playstation Now for PS4,10/15/2017,"['SCREEN_NAME', 'SCREEN_NAME', 'please', 'put', 'mortal', 'kombat', 'vs', 'dc', 'universe', 'ps3', 'game', 'on', 'playstation', 'now', 'for', 'ps4', 'SCREEN_NAME', 'SCREEN_NAME', 'please', 'put', 'mortal', 'kombat', 'vs', 'dc', 'universe', 'ps3', 'game', 'on', 'playstation', 'now', 'for', 'ps4']",negative,0.0
68,10/15/2017,@DCDeacon Why isn't fallout 3 and NV on PSNow in Europe? @DCDeacon Why isn't fallout 3 and NV on PSNow in Europe?,neutral,@DCDeacon Why isn't fallout 3 and NV on PSNow in Europe?,10/15/2017,"['SCREEN_NAME', 'why', 'is', 'nt', 'fallout', '3', 'and', 'nv', 'on', 'psnow', 'in', 'europe', '', 'SCREEN_NAME', 'why', 'is', 'nt', 'fallout', '3', 'and', 'nv', 'on', 'psnow', 'in', 'europe', '']",neutral,1.0
69,10/17/2017,"As much as I'm hoping this means PSNow support for the Switch, or even Sony's exclusive titles trickling onto the Switch, it seems that Unties will cater exclusively to indie games and isn't even part of Sony Computer Entertainment - rather being part of Sony Music. So basically an executive at Sony Music looked at the boatload of indie titles and thought ""we could cash in on this!"" nan",neutral,,10/17/2017,"['as', 'much', 'as', 'i', 'm', 'hoping', 'this', 'means', 'psnow', 'support', 'for', 'the', 'switch', '', 'or', 'even', 'sony', 's', 'exclusive', 'titles', 'trickling', 'onto', 'the', 'switch', '', 'it', 'seems', 'that', 'unties', 'will', 'cater', 'exclusively', 'to', 'indie', 'games', 'and', 'is', 'nt', 'even', 'part', 'of', 'sony', 'computer', 'entertainment', 'rather', 'being', 'part', 'of', 'sony', 'music', '', 'so', 'basically', 'an', 'executive', 'at', 'sony', 'music', 'looked', 'at', 'the', 'boatload', 'of', 'indie', 'titles', 'and', 'thought', '', 'we', 'could', 'cash', 'in', 'on', 'this', '', '', 'nan']",neutral,1.0
70,10/14/2017,Playstation Now is really amazing https://t.co/wswQNnjS8J Playstation Now is really amazing https://t.co/wswQNnjS8J,positive,Playstation Now is really amazing https://t.co/wswQNnjS8J,10/14/2017,"['playstation', 'now', 'is', 'really', 'amazing', 'playstation', 'now', 'is', 'really', 'amazing']",positive,1.0
