index,Date (EST),Contents,Category,Post Title,Date_Ext,token_text,sentiment_py,same_pred
704,2018/10/08,"@S7_Alarrak Hello, glad to assist you! It seems that you are connected to the internet or to the PSN at the moment. Please make sure that you have signed correctly to your PSN account and that the internet connection in the console has been set up correctly. @S7_Alarrak Hello, glad to assist you! It seems that you are connected to the internet or to the PSN at the moment. Please make sure that you have signed correctly to your PSN account and that the internet connection in the console has been set up correctly.",positive,"@S7_Alarrak Hello, glad to assist you! It seems that you are connected to the internet or to the PSN at the moment. Please make sure that you have signed correctly to your PSN account and that the internet connection in the console has been set up correctly.",2018/10/08,"['SCREEN_NAME', 'hello', '', 'glad', 'to', 'assist', 'you', '', 'it', 'seems', 'that', 'you', 'are', 'connected', 'to', 'the', 'internet', 'or', 'to', 'the', 'psn', 'at', 'the', 'moment', '', 'please', 'make', 'sure', 'that', 'you', 'have', 'signed', 'correctly', 'to', 'your', 'psn', 'account', 'and', 'that', 'the', 'internet', 'connection', 'in', 'the', 'console', 'has', 'been', 'set', 'up', 'correctly', '', 'SCREEN_NAME', 'hello', '', 'glad', 'to', 'assist', 'you', '', 'it', 'seems', 'that', 'you', 'are', 'connected', 'to', 'the', 'internet', 'or', 'to', 'the', 'psn', 'at', 'the', 'moment', '', 'please', 'make', 'sure', 'that', 'you', 'have', 'signed', 'correctly', 'to', 'your', 'psn', 'account', 'and', 'that', 'the', 'internet', 'connection', 'in', 'the', 'console', 'has', 'been', 'set', 'up', 'correctly', '']",positive,1.0
705,2018/10/08,@Glo_Eds Hello! I'm afraid that wallet funding is not a reversible process. Please see our cancellation policy here: https://t.co/BycCKFF1Ll ^DB @Glo_Eds Hello! I'm afraid that wallet funding is not a reversible process. Please see our cancellation policy here: https://t.co/BycCKFF1Ll ^DB,neutral,@Glo_Eds Hello! I'm afraid that wallet funding is not a reversible process. Please see our cancellation policy here: https://t.co/BycCKFF1Ll ^DB,2018/10/08,"['SCREEN_NAME', 'hello', '', 'i', 'm', 'afraid', 'that', 'wallet', 'funding', 'is', 'not', 'a', 'reversible', 'process', '', 'please', 'see', 'our', 'cancellation', 'policy', 'here', 'db', 'SCREEN_NAME', 'hello', '', 'i', 'm', 'afraid', 'that', 'wallet', 'funding', 'is', 'not', 'a', 'reversible', 'process', '', 'please', 'see', 'our', 'cancellation', 'policy', 'here', 'db']",negative,0.0
706,2018/10/08,"@TheSeshEmpire because streaming will be available for PC, and keeping streaming as the only option would negate the ""not a real exclusive"" argument they would align with sony who has PSnow available for PC players but since it's streaming the games remain real exclusives @TheSeshEmpire because streaming will be available for PC, and keeping streaming as the only option would negate the ""not a real exclusive"" argument
they would align with sony who has PSnow available for PC players but since it's streaming the games remain real exclusives",neutral,"@TheSeshEmpire because streaming will be available for PC, and keeping streaming as the only option would negate the ""not a real exclusive"" argument
they would align with sony who has PSnow available for PC players but since it's streaming the games remain real exclusives",2018/10/08,"['SCREEN_NAME', 'because', 'streaming', 'will', 'be', 'available', 'for', 'pc', '', 'and', 'keeping', 'streaming', 'as', 'the', 'only', 'option', 'would', 'negate', 'the', '', 'not', 'a', 'real', 'exclusive', '', 'argument', 'they', 'would', 'align', 'with', 'sony', 'who', 'has', 'psnow', 'available', 'for', 'pc', 'players', 'but', 'since', 'it', 's', 'streaming', 'the', 'games', 'remain', 'real', 'exclusives', 'SCREEN_NAME', 'because', 'streaming', 'will', 'be', 'available', 'for', 'pc', '', 'and', 'keeping', 'streaming', 'as', 'the', 'only', 'option', 'would', 'negate', 'the', '', 'not', 'a', 'real', 'exclusive', '', 'argument', 'they', 'would', 'align', 'with', 'sony', 'who', 'has', 'psnow', 'available', 'for', 'pc', 'players', 'but', 'since', 'it', 's', 'streaming', 'the', 'games', 'remain', 'real', 'exclusives']",neutral,1.0
707,2018/10/08,"He never stops, not even in deathâ¦ ð§ Send shivers down foesâ spines as Undead McCree, a new Epic skin coming to @PlayOverwatch when Halloween Terror begins 9th October! https://t.co/yMxZrwyA07 He never stops, not even in deathâ¦ ð§

Send shivers down foesâ spines as Undead McCree, a new Epic skin coming to @PlayOverwatch when Halloween Terror begins 9th October! https://t.co/yMxZrwyA07",positive,"He never stops, not even in deathâ¦ ð§

Send shivers down foesâ spines as Undead McCree, a new Epic skin coming to @PlayOverwatch when Halloween Terror begins 9th October! https://t.co/yMxZrwyA07",2018/10/08,"['he', 'never', 'stops', '', 'not', 'even', 'in', 'death', '', 'send', 'shivers', 'down', 'foes', 'spines', 'as', 'undead', 'mccree', '', 'a', 'new', 'epic', 'skin', 'coming', 'to', 'SCREEN_NAME', 'when', 'halloween', 'terror', 'begins', '9th', 'october', '', 'he', 'never', 'stops', '', 'not', 'even', 'in', 'death', '', 'send', 'shivers', 'down', 'foes', 'spines', 'as', 'undead', 'mccree', '', 'a', 'new', 'epic', 'skin', 'coming', 'to', 'SCREEN_NAME', 'when', 'halloween', 'terror', 'begins', '9th', 'october', '']",neutral,0.0
708,2018/10/08,@Jerrybraun7 Hi Jerry. Please provide us more details. What is the name of the game that you purchased? @Jerrybraun7 Hi Jerry. Please provide us more details. What is the name of the game that you purchased?,neutral,@Jerrybraun7 Hi Jerry. Please provide us more details. What is the name of the game that you purchased?,2018/10/08,"['SCREEN_NAME', 'hi', 'jerry', '', 'please', 'provide', 'us', 'more', 'details', '', 'what', 'is', 'the', 'name', 'of', 'the', 'game', 'that', 'you', 'purchased', '', 'SCREEN_NAME', 'hi', 'jerry', '', 'please', 'provide', 'us', 'more', 'details', '', 'what', 'is', 'the', 'name', 'of', 'the', 'game', 'that', 'you', 'purchased', '']",neutral,1.0
709,2018/10/09,@BrettyBoy888 We are glad to clarify. @AskPS_UK for further assistance. You may contact support in your region via phone at 0203 538 2665. @BrettyBoy888 We are glad to clarify. @AskPS_UK for further assistance. You may contact support in your region via phone at 0203 538 2665.,positive,@BrettyBoy888 We are glad to clarify. @AskPS_UK for further assistance. You may contact support in your region via phone at 0203 538 2665.,2018/10/09,"['SCREEN_NAME', 'we', 'are', 'glad', 'to', 'clarify', '', 'SCREEN_NAME', 'for', 'further', 'assistance', '', 'you', 'may', 'contact', 'support', 'in', 'your', 'region', 'via', 'phone', 'at', '0203', '538', '2665', '', 'SCREEN_NAME', 'we', 'are', 'glad', 'to', 'clarify', '', 'SCREEN_NAME', 'for', 'further', 'assistance', '', 'you', 'may', 'contact', 'support', 'in', 'your', 'region', 'via', 'phone', 'at', '0203', '538', '2665', '']",neutral,0.0
710,2018/10/07,"@smillie_ryan Ok. If the points haven't gone into your copy of FIFA18 you may be able to get a refund: https://t.co/1X9cmqrhsH However, if they do go into the game you won't be able to get one I'm afraid. ^MM @smillie_ryan Ok. If the points haven't gone into your copy of FIFA18 you may be able to get a refund: https://t.co/1X9cmqrhsH
However, if they do go into the game you won't be able to get one I'm afraid. ^MM",neutral,"@smillie_ryan Ok. If the points haven't gone into your copy of FIFA18 you may be able to get a refund: https://t.co/1X9cmqrhsH
However, if they do go into the game you won't be able to get one I'm afraid. ^MM",2018/10/07,"['SCREEN_NAME', 'ok', '', 'if', 'the', 'points', 'havent', 'gone', 'into', 'your', 'copy', 'of', 'fifa18', 'you', 'may', 'be', 'able', 'to', 'get', 'a', 'refund', 'however', '', 'if', 'they', 'do', 'go', 'into', 'the', 'game', 'you', 'wo', 'nt', 'be', 'able', 'to', 'get', 'one', 'i', 'm', 'afraid', '', 'mm', 'SCREEN_NAME', 'ok', '', 'if', 'the', 'points', 'havent', 'gone', 'into', 'your', 'copy', 'of', 'fifa18', 'you', 'may', 'be', 'able', 'to', 'get', 'a', 'refund', 'however', '', 'if', 'they', 'do', 'go', 'into', 'the', 'game', 'you', 'wo', 'nt', 'be', 'able', 'to', 'get', 'one', 'i', 'm', 'afraid', '', 'mm']",neutral,1.0
711,2018/10/07,"@blake_cauly No problem, let me know when you're at your console so we can help further with this! ^AS @blake_cauly No problem, let me know when you're at your console so we can help further with this! ^AS",positive,"@blake_cauly No problem, let me know when you're at your console so we can help further with this! ^AS",2018/10/07,"['SCREEN_NAME', 'no', 'problem', '', 'let', 'me', 'know', 'when', 'you', 're', 'at', 'your', 'console', 'so', 'we', 'can', 'help', 'further', 'with', 'this', '', 'as', 'SCREEN_NAME', 'no', 'problem', '', 'let', 'me', 'know', 'when', 'you', 're', 'at', 'your', 'console', 'so', 'we', 'can', 'help', 'further', 'with', 'this', '', 'as']",neutral,0.0
712,2018/10/10,@dc_omalley Hi! Can you tell us what error code or error message you are receiving? ^DK @dc_omalley Hi! Can you tell us what error code or error message you are receiving? ^DK,negative,@dc_omalley Hi! Can you tell us what error code or error message you are receiving? ^DK,2018/10/10,"['SCREEN_NAME', 'hi', '', 'can', 'you', 'tell', 'us', 'what', 'error', 'code', 'or', 'error', 'message', 'you', 'are', 'receiving', '', 'dk', 'SCREEN_NAME', 'hi', '', 'can', 'you', 'tell', 'us', 'what', 'error', 'code', 'or', 'error', 'message', 'you', 'are', 'receiving', '', 'dk']",neutral,0.0
713,2018/10/08,@bucneked What device do you use for PlayStation Vue? @bucneked What device do you use for PlayStation Vue?,neutral,@bucneked What device do you use for PlayStation Vue?,2018/10/08,"['SCREEN_NAME', 'what', 'device', 'do', 'you', 'use', 'for', 'playstation', 'vue', '', 'SCREEN_NAME', 'what', 'device', 'do', 'you', 'use', 'for', 'playstation', 'vue', '']",neutral,1.0
714,2018/10/10,"@SonicBOOM111115 Sorry to hear that, Please go through our Online hardware troubleshooter for more help with this: https://t.co/rdorV8SIIy. Thanks. ^NJ @SonicBOOM111115 Sorry to hear that, Please go through our Online hardware troubleshooter for more help with this: https://t.co/rdorV8SIIy. Thanks. ^NJ",neutral,"@SonicBOOM111115 Sorry to hear that, Please go through our Online hardware troubleshooter for more help with this: https://t.co/rdorV8SIIy. Thanks. ^NJ",2018/10/10,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'go', 'through', 'our', 'online', 'hardware', 'troubleshooter', 'for', 'more', 'help', 'with', 'this', '', 'thanks', '', 'nj', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'go', 'through', 'our', 'online', 'hardware', 'troubleshooter', 'for', 'more', 'help', 'with', 'this', '', 'thanks', '', 'nj']",neutral,1.0
715,2018/10/08,"Playstation Now Playstation Vue Playstation VR Playstation Portable Playstation Tv Playstation Console Playstation Plus Playstation Video Playstation Music Playstation Store Playstation Blog Playstation App Playstation Camera Playstation Network B****! PLAYSTATION MUST Playstation Now
Playstation Vue
Playstation VR
Playstation Portable
Playstation Tv
Playstation Console
Playstation Plus
Playstation Video
Playstation Music 
Playstation Store
Playstation Blog
Playstation App
Playstation Camera
Playstation Network

B****!

PLAYSTATION MUST",neutral,"Playstation Now
Playstation Vue
Playstation VR
Playstation Portable
Playstation Tv
Playstation Console
Playstation Plus
Playstation Video
Playstation Music 
Playstation Store
Playstation Blog
Playstation App
Playstation Camera
Playstation Network

B****!

PLAYSTATION MUST",2018/10/08,"['playstation', 'now', 'playstation', 'vue', 'playstation', 'vr', 'playstation', 'portable', 'playstation', 'tv', 'playstation', 'console', 'playstation', 'plus', 'playstation', 'video', 'playstation', 'music', 'playstation', 'store', 'playstation', 'blog', 'playstation', 'app', 'playstation', 'camera', 'playstation', 'network', 'b', '', '', '', '', '', 'playstation', 'must', 'playstation', 'now', 'playstation', 'vue', 'playstation', 'vr', 'playstation', 'portable', 'playstation', 'tv', 'playstation', 'console', 'playstation', 'plus', 'playstation', 'video', 'playstation', 'music', 'playstation', 'store', 'playstation', 'blog', 'playstation', 'app', 'playstation', 'camera', 'playstation', 'network', 'b', '', '', '', '', '', 'playstation', 'must']",neutral,1.0
716,2018/10/07,"@stephen_hancox1 Hi! If you feel your account has been compromised, please follow instructions found here - https://t.co/m1yhbV7D1i. ^DK @stephen_hancox1 Hi! If you feel your account has been compromised, please follow instructions found here - https://t.co/m1yhbV7D1i. ^DK",neutral,"@stephen_hancox1 Hi! If you feel your account has been compromised, please follow instructions found here - https://t.co/m1yhbV7D1i. ^DK",2018/10/07,"['SCREEN_NAME', 'hi', '', 'if', 'you', 'feel', 'your', 'account', 'has', 'been', 'compromised', '', 'please', 'follow', 'instructions', 'found', 'here', '', 'dk', 'SCREEN_NAME', 'hi', '', 'if', 'you', 'feel', 'your', 'account', 'has', 'been', 'compromised', '', 'please', 'follow', 'instructions', 'found', 'here', '', 'dk']",neutral,1.0
717,2018/10/10,@Brettance Hello! This early physical release is due to a 50GB day 1 patch for the physical release. You'll need to confirm with the publisher when the game will be available to play in your region. ^AS @Brettance Hello! This early physical release is due to a 50GB day 1 patch for the physical release. You'll need to confirm with the publisher when the game will be available to play in your region. ^AS,neutral,@Brettance Hello! This early physical release is due to a 50GB day 1 patch for the physical release. You'll need to confirm with the publisher when the game will be available to play in your region. ^AS,2018/10/10,"['SCREEN_NAME', 'hello', '', 'this', 'early', 'physical', 'release', 'is', 'due', 'to', 'a', '50', 'gb', 'day', '1', 'patch', 'for', 'the', 'physical', 'release', '', 'you', 'll', 'need', 'to', 'confirm', 'with', 'the', 'publisher', 'when', 'the', 'game', 'will', 'be', 'available', 'to', 'play', 'in', 'your', 'region', '', 'as', 'SCREEN_NAME', 'hello', '', 'this', 'early', 'physical', 'release', 'is', 'due', 'to', 'a', '50', 'gb', 'day', '1', 'patch', 'for', 'the', 'physical', 'release', '', 'you', 'll', 'need', 'to', 'confirm', 'with', 'the', 'publisher', 'when', 'the', 'game', 'will', 'be', 'available', 'to', 'play', 'in', 'your', 'region', '', 'as']",negative,0.0
718,2018/10/07,@iiiMe3P This is correct yes. ^NJ @iiiMe3P This is correct yes. ^NJ,positive,@iiiMe3P This is correct yes. ^NJ,2018/10/07,"['SCREEN_NAME', 'this', 'is', 'correct', 'yes', '', 'nj', 'SCREEN_NAME', 'this', 'is', 'correct', 'yes', '', 'nj']",neutral,0.0
719,2018/10/07,"@MCarfrae83 Please access to the next article https://t.co/Oezk8ZzMgW select your console and answer the on-screen questions that the article will make you, so it can provide you the proper troubleshoot for this issue. @MCarfrae83 Please access to the next article https://t.co/Oezk8ZzMgW select your console and answer the on-screen questions that the article will make you, so it can provide you the proper troubleshoot for this issue.",neutral,"@MCarfrae83 Please access to the next article https://t.co/Oezk8ZzMgW select your console and answer the on-screen questions that the article will make you, so it can provide you the proper troubleshoot for this issue.",2018/10/07,"['SCREEN_NAME', 'please', 'access', 'to', 'the', 'next', 'article', 'select', 'your', 'console', 'and', 'answer', 'the', 'on', 'screen', 'questions', 'that', 'the', 'article', 'will', 'make', 'you', '', 'so', 'it', 'can', 'provide', 'you', 'the', 'proper', 'troubleshoot', 'for', 'this', 'issue', '', 'SCREEN_NAME', 'please', 'access', 'to', 'the', 'next', 'article', 'select', 'your', 'console', 'and', 'answer', 'the', 'on', 'screen', 'questions', 'that', 'the', 'article', 'will', 'make', 'you', '', 'so', 'it', 'can', 'provide', 'you', 'the', 'proper', 'troubleshoot', 'for', 'this', 'issue', '']",neutral,1.0
720,2018/10/07,@dominickingram4 Hello Dominik! If you create a new account it will start from scratch. Keep in mind that content can't be transferred between accounts. @dominickingram4 Hello Dominik! If you create a new account it will start from scratch. Keep in mind that content can't be transferred between accounts.,neutral,@dominickingram4 Hello Dominik! If you create a new account it will start from scratch. Keep in mind that content can't be transferred between accounts.,2018/10/07,"['SCREEN_NAME', 'hello', 'dominik', '', 'if', 'you', 'create', 'a', 'new', 'account', 'it', 'will', 'start', 'from', 'scratch', '', 'keep', 'in', 'mind', 'that', 'content', 'ca', 'nt', 'be', 'transferred', 'between', 'accounts', '', 'SCREEN_NAME', 'hello', 'dominik', '', 'if', 'you', 'create', 'a', 'new', 'account', 'it', 'will', 'start', 'from', 'scratch', '', 'keep', 'in', 'mind', 'that', 'content', 'ca', 'nt', 'be', 'transferred', 'between', 'accounts', '']",neutral,1.0
721,2018/10/09,"@neoprime33 We can help! For further assistance please follow us and send us a Direct Message, so we can request some account details and assist with the adding funds to your account. Thanks! You can DM us using this link. https://t.co/blzF3DE7ws @neoprime33 We can help! For further assistance please follow us and send us a Direct Message, so we can request some account details and assist with the adding funds to your account. Thanks! You can DM us using this link. https://t.co/blzF3DE7ws",neutral,"@neoprime33 We can help! For further assistance please follow us and send us a Direct Message, so we can request some account details and assist with the adding funds to your account. Thanks! You can DM us using this link. https://t.co/blzF3DE7ws",2018/10/09,"['SCREEN_NAME', 'we', 'can', 'help', '', 'for', 'further', 'assistance', 'please', 'follow', 'us', 'and', 'send', 'us', 'a', 'direct', 'message', '', 'so', 'we', 'can', 'request', 'some', 'account', 'details', 'and', 'assist', 'with', 'the', 'adding', 'funds', 'to', 'your', 'account', '', 'thanks', '', 'you', 'can', 'dm', 'us', 'using', 'this', 'link', '', 'SCREEN_NAME', 'we', 'can', 'help', '', 'for', 'further', 'assistance', 'please', 'follow', 'us', 'and', 'send', 'us', 'a', 'direct', 'message', '', 'so', 'we', 'can', 'request', 'some', 'account', 'details', 'and', 'assist', 'with', 'the', 'adding', 'funds', 'to', 'your', 'account', '', 'thanks', '', 'you', 'can', 'dm', 'us', 'using', 'this', 'link', '']",neutral,1.0
722,2018/10/09,"@SaraG476 Unfortunately if the smaller update file did not take, you may have to initialize the console. Any saves you've backed up externally you will be able to import again. ^MM @SaraG476 Unfortunately if the smaller update file did not take, you may have to initialize the console. Any saves you've backed up externally you will be able to import again. ^MM",negative,"@SaraG476 Unfortunately if the smaller update file did not take, you may have to initialize the console. Any saves you've backed up externally you will be able to import again. ^MM",2018/10/09,"['SCREEN_NAME', 'unfortunately', 'if', 'the', 'smaller', 'update', 'file', 'did', 'not', 'take', '', 'you', 'may', 'have', 'to', 'initialize', 'the', 'console', '', 'any', 'saves', 'you', 've', 'backed', 'up', 'externally', 'you', 'will', 'be', 'able', 'to', 'import', 'again', '', 'mm', 'SCREEN_NAME', 'unfortunately', 'if', 'the', 'smaller', 'update', 'file', 'did', 'not', 'take', '', 'you', 'may', 'have', 'to', 'initialize', 'the', 'console', '', 'any', 'saves', 'you', 've', 'backed', 'up', 'externally', 'you', 'will', 'be', 'able', 'to', 'import', 'again', '', 'mm']",neutral,0.0
723,2018/10/07,@jordan87prince Hi! Is this for Singstar? ^MM @jordan87prince Hi! Is this for Singstar? ^MM,neutral,@jordan87prince Hi! Is this for Singstar? ^MM,2018/10/07,"['SCREEN_NAME', 'hi', '', 'is', 'this', 'for', 'singstar', '', 'mm', 'SCREEN_NAME', 'hi', '', 'is', 'this', 'for', 'singstar', '', 'mm']",neutral,1.0
724,2018/10/07,"@mg_michaela Hello, glad to assist you! Please follow the steps in the next link to deactivate all other consoles via PC: Â https://t.co/QXOsdgLTi7 @mg_michaela Hello, glad to assist you! Please follow the steps in the next link to deactivate all other consoles via PC: Â https://t.co/QXOsdgLTi7",neutral,"@mg_michaela Hello, glad to assist you! Please follow the steps in the next link to deactivate all other consoles via PC: Â https://t.co/QXOsdgLTi7",2018/10/07,"['SCREEN_NAME', 'hello', '', 'glad', 'to', 'assist', 'you', '', 'please', 'follow', 'the', 'steps', 'in', 'the', 'next', 'link', 'to', 'deactivate', 'all', 'other', 'consoles', 'via', 'pc', '', 'SCREEN_NAME', 'hello', '', 'glad', 'to', 'assist', 'you', '', 'please', 'follow', 'the', 'steps', 'in', 'the', 'next', 'link', 'to', 'deactivate', 'all', 'other', 'consoles', 'via', 'pc', '']",neutral,1.0
725,2018/10/07,@h41nm4d Hi! What headset are you using? ^DK @h41nm4d Hi! What headset are you using? ^DK,neutral,@h41nm4d Hi! What headset are you using? ^DK,2018/10/07,"['SCREEN_NAME', 'hi', '', 'what', 'headset', 'are', 'you', 'using', '', 'dk', 'SCREEN_NAME', 'hi', '', 'what', 'headset', 'are', 'you', 'using', '', 'dk']",neutral,1.0
726,2018/10/09,@stevemlj Hi again! Can you advise if you were able to access your account on a different device such as a PC? ^NL @stevemlj Hi again! Can you advise if you were able to access your account on a different device such as a PC? ^NL,neutral,@stevemlj Hi again! Can you advise if you were able to access your account on a different device such as a PC? ^NL,2018/10/09,"['SCREEN_NAME', 'hi', 'again', '', 'can', 'you', 'advise', 'if', 'you', 'were', 'able', 'to', 'access', 'your', 'account', 'on', 'a', 'different', 'device', 'such', 'as', 'a', 'pc', '', 'nl', 'SCREEN_NAME', 'hi', 'again', '', 'can', 'you', 'advise', 'if', 'you', 'were', 'able', 'to', 'access', 'your', 'account', 'on', 'a', 'different', 'device', 'such', 'as', 'a', 'pc', '', 'nl']",neutral,1.0
727,2018/10/07,@The1TheBob In this case please check the following link: https://t.co/2vqu6ipX7a for troubleshooting steps. @The1TheBob In this case please check the following link: https://t.co/2vqu6ipX7a for troubleshooting steps.,neutral,@The1TheBob In this case please check the following link: https://t.co/2vqu6ipX7a for troubleshooting steps.,2018/10/07,"['SCREEN_NAME', 'in', 'this', 'case', 'please', 'check', 'the', 'following', 'link', 'for', 'troubleshooting', 'steps', '', 'SCREEN_NAME', 'in', 'this', 'case', 'please', 'check', 'the', 'following', 'link', 'for', 'troubleshooting', 'steps', '']",neutral,1.0
728,2018/10/08,"@Jordanjorquera Hi there. Sorry to hear that! Please access this link https://t.co/cUXuBEew8d, choose ""My PS4 can't connect to the Internet"" and follow the troubleshooting steps to solve this error. @Jordanjorquera Hi there. Sorry to hear that! Please access this link https://t.co/cUXuBEew8d, choose ""My PS4 can't connect to the Internet"" and follow the troubleshooting steps to solve this error.",neutral,"@Jordanjorquera Hi there. Sorry to hear that! Please access this link https://t.co/cUXuBEew8d, choose ""My PS4 can't connect to the Internet"" and follow the troubleshooting steps to solve this error.",2018/10/08,"['SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'that', '', 'please', 'access', 'this', 'link', '', 'choose', '', 'my', 'ps4', 'ca', 'nt', 'connect', 'to', 'the', 'internet', '', 'and', 'follow', 'the', 'troubleshooting', 'steps', 'to', 'solve', 'this', 'error', '', 'SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'that', '', 'please', 'access', 'this', 'link', '', 'choose', '', 'my', 'ps4', 'ca', 'nt', 'connect', 'to', 'the', 'internet', '', 'and', 'follow', 'the', 'troubleshooting', 'steps', 'to', 'solve', 'this', 'error', '']",negative,0.0
729,2018/10/08,@Slammer1002 Glad to assist. You can find more information about the headset here: https://t.co/XKFN47fOG1 @Slammer1002 Glad to assist. You can find more information about the headset here: https://t.co/XKFN47fOG1,neutral,@Slammer1002 Glad to assist. You can find more information about the headset here: https://t.co/XKFN47fOG1,2018/10/08,"['SCREEN_NAME', 'glad', 'to', 'assist', '', 'you', 'can', 'find', 'more', 'information', 'about', 'the', 'headset', 'here', 'SCREEN_NAME', 'glad', 'to', 'assist', '', 'you', 'can', 'find', 'more', 'information', 'about', 'the', 'headset', 'here']",positive,0.0
730,2018/10/09,"@GreenManGaming ""Finally here?"" They're hardly the first provider of this. PlayStation Now, Nvidia, Google, etc. I really like Nvidia's idea of streaming your Steam library at you. Problem for me is still latency. @GreenManGaming ""Finally here?"" They're hardly the first provider of this. PlayStation Now, Nvidia, Google, etc. I really like Nvidia's idea of streaming your Steam library at you. Problem for me is still latency.",negative,"@GreenManGaming ""Finally here?"" They're hardly the first provider of this. PlayStation Now, Nvidia, Google, etc. I really like Nvidia's idea of streaming your Steam library at you. Problem for me is still latency.",2018/10/09,"['SCREEN_NAME', '', 'finally', 'here', '', '', 'they', 're', 'hardly', 'the', 'first', 'provider', 'of', 'this', '', 'playstation', 'now', '', 'nvidia', '', 'google', '', 'etc', '', 'i', 'really', 'like', 'nvidia', 's', 'idea', 'of', 'streaming', 'your', 'steam', 'library', 'at', 'you', '', 'problem', 'for', 'me', 'is', 'still', 'latency', '', 'SCREEN_NAME', '', 'finally', 'here', '', '', 'they', 're', 'hardly', 'the', 'first', 'provider', 'of', 'this', '', 'playstation', 'now', '', 'nvidia', '', 'google', '', 'etc', '', 'i', 'really', 'like', 'nvidia', 's', 'idea', 'of', 'streaming', 'your', 'steam', 'library', 'at', 'you', '', 'problem', 'for', 'me', 'is', 'still', 'latency', '']",neutral,0.0
731,2018/10/07,@Furyon4 Hi! Sorry to hear that! Please check out 'Having problems changing Sign-in ID?' on this page for more help getting back onto your account: https://t.co/GKZGZx1wRL ^MM @Furyon4 Hi! Sorry to hear that! Please check out 'Having problems changing Sign-in ID?' on this page for more help getting back onto your account: https://t.co/GKZGZx1wRL ^MM,neutral,@Furyon4 Hi! Sorry to hear that! Please check out 'Having problems changing Sign-in ID?' on this page for more help getting back onto your account: https://t.co/GKZGZx1wRL ^MM,2018/10/07,"['SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'please', 'check', 'out', '', 'having', 'problems', 'changing', 'sign', 'in', 'id', '', '', 'on', 'this', 'page', 'for', 'more', 'help', 'getting', 'back', 'onto', 'your', 'account', 'mm', 'SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'please', 'check', 'out', '', 'having', 'problems', 'changing', 'sign', 'in', 'id', '', '', 'on', 'this', 'page', 'for', 'more', 'help', 'getting', 'back', 'onto', 'your', 'account', 'mm']",neutral,1.0
732,2018/10/07,@Huskey786 Can you tell me what format your USB is? ^DK @Huskey786 Can you tell me what format your USB is? ^DK,neutral,@Huskey786 Can you tell me what format your USB is? ^DK,2018/10/07,"['SCREEN_NAME', 'can', 'you', 'tell', 'me', 'what', 'format', 'your', 'usb', 'is', '', 'dk', 'SCREEN_NAME', 'can', 'you', 'tell', 'me', 'what', 'format', 'your', 'usb', 'is', '', 'dk']",neutral,1.0
733,2018/10/10,"@TehRamsus Have you tried disconnecting the controller from the devices of the console? You can do this from Settings>Devices>Bluetooth Devices, then select the controller and choose Disconnect. ^AS @TehRamsus Have you tried disconnecting the controller from the devices of the console? You can do this from Settings>Devices>Bluetooth Devices, then select the controller and choose Disconnect. ^AS",neutral,"@TehRamsus Have you tried disconnecting the controller from the devices of the console? You can do this from Settings>Devices>Bluetooth Devices, then select the controller and choose Disconnect. ^AS",2018/10/10,"['SCREEN_NAME', 'have', 'you', 'tried', 'disconnecting', 'the', 'controller', 'from', 'the', 'devices', 'of', 'the', 'console', '', 'you', 'can', 'do', 'this', 'from', 'settings', '', 'devices', '', 'bluetooth', 'devices', '', 'then', 'select', 'the', 'controller', 'and', 'choose', 'disconnect', '', 'as', 'SCREEN_NAME', 'have', 'you', 'tried', 'disconnecting', 'the', 'controller', 'from', 'the', 'devices', 'of', 'the', 'console', '', 'you', 'can', 'do', 'this', 'from', 'settings', '', 'devices', '', 'bluetooth', 'devices', '', 'then', 'select', 'the', 'controller', 'and', 'choose', 'disconnect', '', 'as']",neutral,1.0
734,2018/10/09,@IGN It needs backwards compatibility non of this PlayStation now shit @PlayStation @IGN It needs backwards compatibility non of this PlayStation now shit @PlayStation,negative,@IGN It needs backwards compatibility non of this PlayStation now shit @PlayStation,2018/10/09,"['SCREEN_NAME', 'it', 'needs', 'backwards', 'compatibility', 'non', 'of', 'this', 'playstation', 'now', 'shit', 'SCREEN_NAME', 'SCREEN_NAME', 'it', 'needs', 'backwards', 'compatibility', 'non', 'of', 'this', 'playstation', 'now', 'shit', 'SCREEN_NAME']",negative,1.0
