index,Date (EST),Contents,Category,Post Title,Date_Ext,token_text,sentiment_py,same_pred
1383,2019/01/24,"@Skaffuh Hi there! That's odd. Please sign in here and update your billing information: https://t.co/68Uk36zbYR then try again. @Skaffuh Hi there! That's  odd. Please sign in here and update your billing information: https://t.co/68Uk36zbYR
 then try again.",neutral,"@Skaffuh Hi there! That's  odd. Please sign in here and update your billing information: https://t.co/68Uk36zbYR
 then try again.",2019/01/24,"['SCREEN_NAME', 'hi', 'there', '', 'that', 's', 'odd', '', 'please', 'sign', 'in', 'here', 'and', 'update', 'your', 'billing', 'information', 'then', 'try', 'again', '', 'SCREEN_NAME', 'hi', 'there', '', 'that', 's', 'odd', '', 'please', 'sign', 'in', 'here', 'and', 'update', 'your', 'billing', 'information', 'then', 'try', 'again', '']",negative,0.0
1384,2019/01/25,@dantegami @PlayStation Now you got me wondering what celebrities love kingdom hearts @dantegami @PlayStation Now you got me wondering what celebrities love kingdom hearts,positive,@dantegami @PlayStation Now you got me wondering what celebrities love kingdom hearts,2019/01/25,"['SCREEN_NAME', 'SCREEN_NAME', 'now', 'you', 'got', 'me', 'wondering', 'what', 'celebrities', 'love', 'kingdom', 'hearts', 'SCREEN_NAME', 'SCREEN_NAME', 'now', 'you', 'got', 'me', 'wondering', 'what', 'celebrities', 'love', 'kingdom', 'hearts']",positive,1.0
1385,2019/01/21,"@MohnJarston Please follow us on Twitter if you don't yet, so we can send you a DM. Let us know once you do! Thanks. @MohnJarston Please follow us on Twitter if you don't yet, so we can send you a DM. Let us know once you do! Thanks.",positive,"@MohnJarston Please follow us on Twitter if you don't yet, so we can send you a DM. Let us know once you do! Thanks.",2019/01/21,"['SCREEN_NAME', 'please', 'follow', 'us', 'on', 'twitter', 'if', 'you', 'do', 'nt', 'yet', '', 'so', 'we', 'can', 'send', 'you', 'a', 'dm', '', 'let', 'us', 'know', 'once', 'you', 'do', '', 'thanks', '', 'SCREEN_NAME', 'please', 'follow', 'us', 'on', 'twitter', 'if', 'you', 'do', 'nt', 'yet', '', 'so', 'we', 'can', 'send', 'you', 'a', 'dm', '', 'let', 'us', 'know', 'once', 'you', 'do', '', 'thanks', '']",neutral,0.0
1386,2019/01/25,@NFastm8 Sorry to hear that. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks! @NFastm8 Sorry to hear that. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,positive,@NFastm8 Sorry to hear that. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,2019/01/25,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '']",negative,0.0
1387,2019/01/24,PlayStation Now service to start rolling out across further EuropeanÂ countries https://t.co/SZCKSzy9Lx https://t.co/PmaBB1OCbF PlayStation Now service to start rolling out across further EuropeanÂ countries https://t.co/SZCKSzy9Lx https://t.co/PmaBB1OCbF,neutral,PlayStation Now service to start rolling out across further EuropeanÂ countries https://t.co/SZCKSzy9Lx https://t.co/PmaBB1OCbF,2019/01/24,"['playstation', 'now', 'service', 'to', 'start', 'rolling', 'out', 'across', 'further', 'european', 'countries', 'playstation', 'now', 'service', 'to', 'start', 'rolling', 'out', 'across', 'further', 'european', 'countries']",neutral,1.0
1388,2019/01/23,"@LegendaryLatino I understand, we can't do for you though. The only way you'd be able to download it from our store is with a UK account, and you'd need a UK payment method or UK wallet top up voucher to pay for it, as I presume you would if it was the other way around. ^AH @LegendaryLatino I understand, we can't do for you though. The only way you'd be able to download it from our store is with a UK account, and you'd need a UK payment method or UK wallet top up voucher to pay for it, as I presume you would if it was the other way around. ^AH",neutral,"@LegendaryLatino I understand, we can't do for you though. The only way you'd be able to download it from our store is with a UK account, and you'd need a UK payment method or UK wallet top up voucher to pay for it, as I presume you would if it was the other way around. ^AH",2019/01/23,"['SCREEN_NAME', 'i', 'understand', '', 'we', 'ca', 'nt', 'do', 'for', 'you', 'though', '', 'the', 'only', 'way', 'you', 'd', 'be', 'able', 'to', 'download', 'it', 'from', 'our', 'store', 'is', 'with', 'a', 'uk', 'account', '', 'and', 'you', 'd', 'need', 'a', 'uk', 'payment', 'method', 'or', 'uk', 'wallet', 'top', 'up', 'voucher', 'to', 'pay', 'for', 'it', '', 'as', 'i', 'presume', 'you', 'would', 'if', 'it', 'was', 'the', 'other', 'way', 'around', '', 'ah', 'SCREEN_NAME', 'i', 'understand', '', 'we', 'ca', 'nt', 'do', 'for', 'you', 'though', '', 'the', 'only', 'way', 'you', 'd', 'be', 'able', 'to', 'download', 'it', 'from', 'our', 'store', 'is', 'with', 'a', 'uk', 'account', '', 'and', 'you', 'd', 'need', 'a', 'uk', 'payment', 'method', 'or', 'uk', 'wallet', 'top', 'up', 'voucher', 'to', 'pay', 'for', 'it', '', 'as', 'i', 'presume', 'you', 'would', 'if', 'it', 'was', 'the', 'other', 'way', 'around', '', 'ah']",neutral,1.0
1389,2019/01/25,"@reellea Hi there! Please try Restore Licenses to refresh your content: https://t.co/WATnmgS37Z then, try again and let us know the outcome. @reellea Hi there! Please try Restore Licenses to refresh your content: https://t.co/WATnmgS37Z then, try again and let us know the outcome.",positive,"@reellea Hi there! Please try Restore Licenses to refresh your content: https://t.co/WATnmgS37Z then, try again and let us know the outcome.",2019/01/25,"['SCREEN_NAME', 'hi', 'there', '', 'please', 'try', 'restore', 'licenses', 'to', 'refresh', 'your', 'content', 'then', '', 'try', 'again', 'and', 'let', 'us', 'know', 'the', 'outcome', '', 'SCREEN_NAME', 'hi', 'there', '', 'please', 'try', 'restore', 'licenses', 'to', 'refresh', 'your', 'content', 'then', '', 'try', 'again', 'and', 'let', 'us', 'know', 'the', 'outcome', '']",neutral,0.0
1390,2019/01/23,"@donny6971 Sorry to hear that, Please go through our Online hardware troubleshooter for more help with this: https://t.co/rdorV8SIIy . Thanks, ^NJ @donny6971 Sorry to hear that, Please go through our Online hardware troubleshooter for more help with this: https://t.co/rdorV8SIIy . Thanks, ^NJ",neutral,"@donny6971 Sorry to hear that, Please go through our Online hardware troubleshooter for more help with this: https://t.co/rdorV8SIIy . Thanks, ^NJ",2019/01/23,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'go', 'through', 'our', 'online', 'hardware', 'troubleshooter', 'for', 'more', 'help', 'with', 'this', '', 'thanks', '', 'nj', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'go', 'through', 'our', 'online', 'hardware', 'troubleshooter', 'for', 'more', 'help', 'with', 'this', '', 'thanks', '', 'nj']",neutral,1.0
1391,2019/01/24,"@chrismyers42 Sorry to hear that. Please follow us via Twitter so we can send you a direct message, let us know once you are following us. @chrismyers42 Sorry to hear that. Please follow us via Twitter so we can send you a direct message, let us know once you are following us.",neutral,"@chrismyers42 Sorry to hear that. Please follow us via Twitter so we can send you a direct message, let us know once you are following us.",2019/01/24,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'are', 'following', 'us', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'are', 'following', 'us', '']",negative,0.0
1392,2019/01/25,"@robcassie1990 Please follow us via Twitter so we can send you a direct message, let us know once you are following us. @robcassie1990 Please follow us via Twitter so we can send you a direct message, let us know once you are following us.",neutral,"@robcassie1990 Please follow us via Twitter so we can send you a direct message, let us know once you are following us.",2019/01/25,"['SCREEN_NAME', 'please', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'are', 'following', 'us', '', 'SCREEN_NAME', 'please', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'are', 'following', 'us', '']",neutral,1.0
1393,2019/01/21,"@MadicR6 We are glad to assist you. Please follow us and let us know once you do, so we can send you a Direct Message. Thank you. @MadicR6 We are glad to assist you. Please follow us and let us know once you do, so we can send you a Direct Message. Thank you.",positive,"@MadicR6 We are glad to assist you. Please follow us and let us know once you do, so we can send you a Direct Message. Thank you.",2019/01/21,"['SCREEN_NAME', 'we', 'are', 'glad', 'to', 'assist', 'you', '', 'please', 'follow', 'us', 'and', 'let', 'us', 'know', 'once', 'you', 'do', '', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'thank', 'you', '', 'SCREEN_NAME', 'we', 'are', 'glad', 'to', 'assist', 'you', '', 'please', 'follow', 'us', 'and', 'let', 'us', 'know', 'once', 'you', 'do', '', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'thank', 'you', '']",positive,1.0
1394,2019/01/23,"@thegamerMOON Boss: ""sounds legit"" @thegamerMOON Boss: ""sounds legit""",positive,"@thegamerMOON Boss: ""sounds legit""",2019/01/23,"['SCREEN_NAME', 'boss', '', 'sounds', 'legit', '', 'SCREEN_NAME', 'boss', '', 'sounds', 'legit', '']",neutral,0.0
1395,2019/01/22,"They grow up so fast Return to Raccoon City, this Friday. #RE2 https://t.co/5NIoDfF7fk They grow up so fast

Return to Raccoon City, this Friday. #RE2 https://t.co/5NIoDfF7fk",neutral,"They grow up so fast

Return to Raccoon City, this Friday. #RE2 https://t.co/5NIoDfF7fk",2019/01/22,"['they', 'grow', 'up', 'so', 'fast', 'return', 'to', 'raccoon', 'city', '', 'this', 'friday', '', '', 're2', 'they', 'grow', 'up', 'so', 'fast', 'return', 'to', 'raccoon', 'city', '', 'this', 'friday', '', '', 're2']",neutral,1.0
1396,2019/01/26,"Dominate Tolkienâs genre-defining fantasy world in the epic, open-world of Middle-earth: Shadow of War. Now 65% off: https://t.co/vuPmnefe3i https://t.co/pJMDfMdJ21 Dominate Tolkienâs genre-defining fantasy world in the epic, open-world of Middle-earth: Shadow of War. Now 65% off: https://t.co/vuPmnefe3i https://t.co/pJMDfMdJ21",neutral,"Dominate Tolkienâs genre-defining fantasy world in the epic, open-world of Middle-earth: Shadow of War. Now 65% off: https://t.co/vuPmnefe3i https://t.co/pJMDfMdJ21",2019/01/26,"['dominate', 'tolkiens', 'genre', 'defining', 'fantasy', 'world', 'in', 'the', 'epic', '', 'open', 'world', 'of', 'middle', 'earth', 'shadow', 'of', 'war', '', 'now', '65', 'off', 'dominate', 'tolkiens', 'genre', 'defining', 'fantasy', 'world', 'in', 'the', 'epic', '', 'open', 'world', 'of', 'middle', 'earth', 'shadow', 'of', 'war', '', 'now', '65', 'off']",neutral,1.0
1397,2019/01/26,@AraPlayzzYT Hey there. Please check your DM's for more instructions. @AraPlayzzYT Hey there. Please check your DM's for more instructions.,neutral,@AraPlayzzYT Hey there. Please check your DM's for more instructions.,2019/01/26,"['SCREEN_NAME', 'hey', 'there', '', 'please', 'check', 'your', 'dm', 's', 'for', 'more', 'instructions', '', 'SCREEN_NAME', 'hey', 'there', '', 'please', 'check', 'your', 'dm', 's', 'for', 'more', 'instructions', '']",positive,0.0
1398,2019/01/22,"@rachgreaves1987 Hi there, we're quite busy at the moment, but we'll get back to you as fast as we can. ^NL @rachgreaves1987 Hi there, we're quite busy at the moment, but we'll get back to you as fast as we can. ^NL",neutral,"@rachgreaves1987 Hi there, we're quite busy at the moment, but we'll get back to you as fast as we can. ^NL",2019/01/22,"['SCREEN_NAME', 'hi', 'there', '', 'we', 're', 'quite', 'busy', 'at', 'the', 'moment', '', 'but', 'we', 'll', 'get', 'back', 'to', 'you', 'as', 'fast', 'as', 'we', 'can', '', 'nl', 'SCREEN_NAME', 'hi', 'there', '', 'we', 're', 'quite', 'busy', 'at', 'the', 'moment', '', 'but', 'we', 'll', 'get', 'back', 'to', 'you', 'as', 'fast', 'as', 'we', 'can', '', 'nl']",neutral,1.0
1399,2019/01/26,@cougarfan We can help! Please follow us on Twitter and send us DM for assistance! @cougarfan We can help! Please follow us on Twitter and send us DM for assistance!,positive,@cougarfan We can help! Please follow us on Twitter and send us DM for assistance!,2019/01/26,"['SCREEN_NAME', 'we', 'can', 'help', '', 'please', 'follow', 'us', 'on', 'twitter', 'and', 'send', 'us', 'dm', 'for', 'assistance', '', 'SCREEN_NAME', 'we', 'can', 'help', '', 'please', 'follow', 'us', 'on', 'twitter', 'and', 'send', 'us', 'dm', 'for', 'assistance', '']",neutral,0.0
1400,2019/01/25,"@Adidos9youtube Sorry to hear that! Please access this link https://t.co/cUXuBEew8d, choose ""My PS4 can't connect to the Internet"" and follow the troubleshooting steps to solve this error. @Adidos9youtube Sorry to hear that! Please access this link https://t.co/cUXuBEew8d, choose ""My PS4 can't connect to the Internet"" and follow the troubleshooting steps to solve this error.",neutral,"@Adidos9youtube Sorry to hear that! Please access this link https://t.co/cUXuBEew8d, choose ""My PS4 can't connect to the Internet"" and follow the troubleshooting steps to solve this error.",2019/01/25,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'access', 'this', 'link', '', 'choose', '', 'my', 'ps4', 'ca', 'nt', 'connect', 'to', 'the', 'internet', '', 'and', 'follow', 'the', 'troubleshooting', 'steps', 'to', 'solve', 'this', 'error', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'access', 'this', 'link', '', 'choose', '', 'my', 'ps4', 'ca', 'nt', 'connect', 'to', 'the', 'internet', '', 'and', 'follow', 'the', 'troubleshooting', 'steps', 'to', 'solve', 'this', 'error', '']",negative,0.0
1401,2019/01/21,"@Gr8MightyDaddy Correct, you can re-activate the console you wish. And this options doesn't delete your data. @Gr8MightyDaddy Correct, you can re-activate the console you wish. And this options doesn't delete your data.",neutral,"@Gr8MightyDaddy Correct, you can re-activate the console you wish. And this options doesn't delete your data.",2019/01/21,"['SCREEN_NAME', 'correct', '', 'you', 'can', 're', 'activate', 'the', 'console', 'you', 'wish', '', 'and', 'this', 'options', 'does', 'nt', 'delete', 'your', 'data', '', 'SCREEN_NAME', 'correct', '', 'you', 'can', 're', 'activate', 'the', 'console', 'you', 'wish', '', 'and', 'this', 'options', 'does', 'nt', 'delete', 'your', 'data', '']",neutral,1.0
1402,2019/01/25,"@HighVoltZz_exe Sorry to hear that! Unfortunately that's not an option available, any kind of content (games, DLC's, funds, subscriptions) can't be transferred from one account to another one. @HighVoltZz_exe Sorry to hear that! Unfortunately that's not an option available, any kind of content (games, DLC's, funds, subscriptions) can't be transferred from one account to another one.",negative,"@HighVoltZz_exe Sorry to hear that! Unfortunately that's not an option available, any kind of content (games, DLC's, funds, subscriptions) can't be transferred from one account to another one.",2019/01/25,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'unfortunately', 'that', 's', 'not', 'an', 'option', 'available', '', 'any', 'kind', 'of', 'content', '', 'games', '', 'dlc', 's', '', 'funds', '', 'subscriptions', '', 'ca', 'nt', 'be', 'transferred', 'from', 'one', 'account', 'to', 'another', 'one', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'unfortunately', 'that', 's', 'not', 'an', 'option', 'available', '', 'any', 'kind', 'of', 'content', '', 'games', '', 'dlc', 's', '', 'funds', '', 'subscriptions', '', 'ca', 'nt', 'be', 'transferred', 'from', 'one', 'account', 'to', 'another', 'one', '']",neutral,0.0
1403,2019/01/22,@dustinr0 Thank you. Please check your DM's for more instructions. @dustinr0 Thank you. Please check your DM's for more instructions.,positive,@dustinr0 Thank you. Please check your DM's for more instructions.,2019/01/22,"['SCREEN_NAME', 'thank', 'you', '', 'please', 'check', 'your', 'dm', 's', 'for', 'more', 'instructions', '', 'SCREEN_NAME', 'thank', 'you', '', 'please', 'check', 'your', 'dm', 's', 'for', 'more', 'instructions', '']",positive,1.0
1404,2019/01/26,@daneclap EA have said this? I'm unsure of where EA may have said this but I can assure you this is not correct at all. ^DK @daneclap EA have said this? I'm unsure of where EA may have said this but I can assure you this is not correct at all. ^DK,negative,@daneclap EA have said this? I'm unsure of where EA may have said this but I can assure you this is not correct at all. ^DK,2019/01/26,"['SCREEN_NAME', 'ea', 'have', 'said', 'this', '', 'i', 'm', 'unsure', 'of', 'where', 'ea', 'may', 'have', 'said', 'this', 'but', 'i', 'can', 'assure', 'you', 'this', 'is', 'not', 'correct', 'at', 'all', '', 'dk', 'SCREEN_NAME', 'ea', 'have', 'said', 'this', '', 'i', 'm', 'unsure', 'of', 'where', 'ea', 'may', 'have', 'said', 'this', 'but', 'i', 'can', 'assure', 'you', 'this', 'is', 'not', 'correct', 'at', 'all', '', 'dk']",neutral,0.0
1405,2019/01/21,@howard11057 We are glad to clarify. More info about banned accounts and our TOS can be found here: https://t.co/YFJ2ZgLlo6 Specific details of why your account got banned should be shared in an email. Please check the Junk/ Spam folders. @howard11057 We are glad to clarify. More info about banned accounts and our TOS can be found here: https://t.co/YFJ2ZgLlo6 Specific details of why your account got banned should be shared in an email. Please check the Junk/ Spam folders.,neutral,@howard11057 We are glad to clarify. More info about banned accounts and our TOS can be found here: https://t.co/YFJ2ZgLlo6 Specific details of why your account got banned should be shared in an email. Please check the Junk/ Spam folders.,2019/01/21,"['SCREEN_NAME', 'we', 'are', 'glad', 'to', 'clarify', '', 'more', 'info', 'about', 'banned', 'accounts', 'and', 'our', 'tos', 'can', 'be', 'found', 'here', 'specific', 'details', 'of', 'why', 'your', 'account', 'got', 'banned', 'should', 'be', 'shared', 'in', 'an', 'email', '', 'please', 'check', 'the', 'junk', 'spam', 'folders', '', 'SCREEN_NAME', 'we', 'are', 'glad', 'to', 'clarify', '', 'more', 'info', 'about', 'banned', 'accounts', 'and', 'our', 'tos', 'can', 'be', 'found', 'here', 'specific', 'details', 'of', 'why', 'your', 'account', 'got', 'banned', 'should', 'be', 'shared', 'in', 'an', 'email', '', 'please', 'check', 'the', 'junk', 'spam', 'folders', '']",positive,0.0
1406,2019/01/25,"@wayne85689398 Hi there! Sadly this is not possible - you cannot transfer subscriptions from one account to another. If using the same Primary console, however, online play can be shared. ^NL @wayne85689398 Hi there! Sadly this is not possible - you cannot transfer subscriptions from one account to another. If using the same Primary console, however, online play can be shared. ^NL",neutral,"@wayne85689398 Hi there! Sadly this is not possible - you cannot transfer subscriptions from one account to another. If using the same Primary console, however, online play can be shared. ^NL",2019/01/25,"['SCREEN_NAME', 'hi', 'there', '', 'sadly', 'this', 'is', 'not', 'possible', 'you', 'can', 'not', 'transfer', 'subscriptions', 'from', 'one', 'account', 'to', 'another', '', 'if', 'using', 'the', 'same', 'primary', 'console', '', 'however', '', 'online', 'play', 'can', 'be', 'shared', '', 'nl', 'SCREEN_NAME', 'hi', 'there', '', 'sadly', 'this', 'is', 'not', 'possible', 'you', 'can', 'not', 'transfer', 'subscriptions', 'from', 'one', 'account', 'to', 'another', '', 'if', 'using', 'the', 'same', 'primary', 'console', '', 'however', '', 'online', 'play', 'can', 'be', 'shared', '', 'nl']",negative,0.0
1407,2019/01/25,"@Ace_X_Gambit Hello, can you try accessing this here: https://t.co/Np5dcNyJUo ^NJ @Ace_X_Gambit Hello, can you try accessing this here: https://t.co/Np5dcNyJUo  ^NJ",neutral,"@Ace_X_Gambit Hello, can you try accessing this here: https://t.co/Np5dcNyJUo  ^NJ",2019/01/25,"['SCREEN_NAME', 'hello', '', 'can', 'you', 'try', 'accessing', 'this', 'here', 'nj', 'SCREEN_NAME', 'hello', '', 'can', 'you', 'try', 'accessing', 'this', 'here', 'nj']",neutral,1.0
1408,2019/01/23,@speedingahead We'd be happy to trade places with @PlayStationAU for a few days @speedingahead We'd be happy to trade places with @PlayStationAU for a few days,positive,@speedingahead We'd be happy to trade places with @PlayStationAU for a few days,2019/01/23,"['SCREEN_NAME', 'we', 'd', 'be', 'happy', 'to', 'trade', 'places', 'with', 'SCREEN_NAME', 'for', 'a', 'few', 'days', 'SCREEN_NAME', 'we', 'd', 'be', 'happy', 'to', 'trade', 'places', 'with', 'SCREEN_NAME', 'for', 'a', 'few', 'days']",positive,1.0
1409,2019/01/25,@ShadowRas1 Please keep in mind that all of the information on how to change the password of your PSN account can be found in the link provided before https://t.co/V5bCXrkqA1 even if you don't know the date of birth or security questions. @ShadowRas1 Please keep in mind that all of the information on how to change the password of your PSN account can be found in the link provided before https://t.co/V5bCXrkqA1 even if you don't know the date of birth or security questions.,neutral,@ShadowRas1 Please keep in mind that all of the information on how to change the password of your PSN account can be found in the link provided before https://t.co/V5bCXrkqA1 even if you don't know the date of birth or security questions.,2019/01/25,"['SCREEN_NAME', 'please', 'keep', 'in', 'mind', 'that', 'all', 'of', 'the', 'information', 'on', 'how', 'to', 'change', 'the', 'password', 'of', 'your', 'psn', 'account', 'can', 'be', 'found', 'in', 'the', 'link', 'provided', 'before', 'even', 'if', 'you', 'do', 'nt', 'know', 'the', 'date', 'of', 'birth', 'or', 'security', 'questions', '', 'SCREEN_NAME', 'please', 'keep', 'in', 'mind', 'that', 'all', 'of', 'the', 'information', 'on', 'how', 'to', 'change', 'the', 'password', 'of', 'your', 'psn', 'account', 'can', 'be', 'found', 'in', 'the', 'link', 'provided', 'before', 'even', 'if', 'you', 'do', 'nt', 'know', 'the', 'date', 'of', 'birth', 'or', 'security', 'questions', '']",neutral,1.0
1410,2019/01/21,@AaronCoulson We'll never ask you for account details even in DMs as we cannot check accounts through Twitter. Can you let me know just the nature of the issue? ^NL @AaronCoulson We'll never ask you for account details even in DMs as we cannot check accounts through Twitter. Can you let me know just the nature of the issue? ^NL,neutral,@AaronCoulson We'll never ask you for account details even in DMs as we cannot check accounts through Twitter. Can you let me know just the nature of the issue? ^NL,2019/01/21,"['SCREEN_NAME', 'we', 'll', 'never', 'ask', 'you', 'for', 'account', 'details', 'even', 'in', 'dms', 'as', 'we', 'can', 'not', 'check', 'accounts', 'through', 'twitter', '', 'can', 'you', 'let', 'me', 'know', 'just', 'the', 'nature', 'of', 'the', 'issue', '', 'nl', 'SCREEN_NAME', 'we', 'll', 'never', 'ask', 'you', 'for', 'account', 'details', 'even', 'in', 'dms', 'as', 'we', 'can', 'not', 'check', 'accounts', 'through', 'twitter', '', 'can', 'you', 'let', 'me', 'know', 'just', 'the', 'nature', 'of', 'the', 'issue', '', 'nl']",neutral,1.0
1411,2019/01/25,@Hanksologuitar Hi! Are you able to redownload this DLC now? ^DK @Hanksologuitar Hi! Are you able to redownload this DLC now? ^DK,neutral,@Hanksologuitar Hi! Are you able to redownload this DLC now? ^DK,2019/01/25,"['SCREEN_NAME', 'hi', '', 'are', 'you', 'able', 'to', 'redownload', 'this', 'dlc', 'now', '', 'dk', 'SCREEN_NAME', 'hi', '', 'are', 'you', 'able', 'to', 'redownload', 'this', 'dlc', 'now', '', 'dk']",positive,0.0
1412,2019/01/23,"@RreckS_ In the situation that you have the same problem again then please provide us the error code that you are receiving, take in consideration that we need this information to provide you the proper steps. @RreckS_ In the situation that you have the same problem again then please provide us the error code that you are receiving, take in consideration that we need this information to provide you the proper steps.",negative,"@RreckS_ In the situation that you have the same problem again then please provide us the error code that you are receiving, take in consideration that we need this information to provide you the proper steps.",2019/01/23,"['SCREEN_NAME', '', 'in', 'the', 'situation', 'that', 'you', 'have', 'the', 'same', 'problem', 'again', 'then', 'please', 'provide', 'us', 'the', 'error', 'code', 'that', 'you', 'are', 'receiving', '', 'take', 'in', 'consideration', 'that', 'we', 'need', 'this', 'information', 'to', 'provide', 'you', 'the', 'proper', 'steps', '', 'SCREEN_NAME', '', 'in', 'the', 'situation', 'that', 'you', 'have', 'the', 'same', 'problem', 'again', 'then', 'please', 'provide', 'us', 'the', 'error', 'code', 'that', 'you', 'are', 'receiving', '', 'take', 'in', 'consideration', 'that', 'we', 'need', 'this', 'information', 'to', 'provide', 'you', 'the', 'proper', 'steps', '']",neutral,0.0
1413,2019/01/21,@AhmedTa50025439 That's not good! We have sent you a Direct Message via Twitter with further instructions. @AhmedTa50025439 That's not good! We have sent you a Direct Message via Twitter with further instructions.,negative,@AhmedTa50025439 That's not good! We have sent you a Direct Message via Twitter with further instructions.,2019/01/21,"['SCREEN_NAME', 'that', 's', 'not', 'good', '', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', '', 'SCREEN_NAME', 'that', 's', 'not', 'good', '', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', '']",negative,1.0
1414,2019/01/23,@Emusicismylife3 Canât waaaaaaaaait â¨ @Emusicismylife3 Canât waaaaaaaaait â¨,neutral,@Emusicismylife3 Canât waaaaaaaaait â¨,2019/01/23,"['SCREEN_NAME', 'cant', 'waaaaaaaaait', '', 'SCREEN_NAME', 'cant', 'waaaaaaaaait', '']",neutral,1.0
1415,2019/01/23,@Kempt9 Did you try everything it said though? As it would have given you quite a lot of different steps to try. What happens exactly when you try to connect? Can you go to settings>network>test internet connection & send us the results? ^AH @Kempt9 Did you try everything it said though? As it would have given you quite a lot of different steps to try. What happens exactly when you try to connect? Can you go to settings>network>test internet connection & send us the results? ^AH,negative,@Kempt9 Did you try everything it said though? As it would have given you quite a lot of different steps to try. What happens exactly when you try to connect? Can you go to settings>network>test internet connection & send us the results? ^AH,2019/01/23,"['SCREEN_NAME', 'did', 'you', 'try', 'everything', 'it', 'said', 'though', '', 'as', 'it', 'would', 'have', 'given', 'you', 'quite', 'a', 'lot', 'of', 'different', 'steps', 'to', 'try', '', 'what', 'happens', 'exactly', 'when', 'you', 'try', 'to', 'connect', '', 'can', 'you', 'go', 'to', 'settings', '', 'network', '', 'test', 'internet', 'connection', '', 'send', 'us', 'the', 'results', '', 'ah', 'SCREEN_NAME', 'did', 'you', 'try', 'everything', 'it', 'said', 'though', '', 'as', 'it', 'would', 'have', 'given', 'you', 'quite', 'a', 'lot', 'of', 'different', 'steps', 'to', 'try', '', 'what', 'happens', 'exactly', 'when', 'you', 'try', 'to', 'connect', '', 'can', 'you', 'go', 'to', 'settings', '', 'network', '', 'test', 'internet', 'connection', '', 'send', 'us', 'the', 'results', '', 'ah']",neutral,0.0
1416,2019/01/25,@q0kg1 Sorry for the late reply! Please reach out @AskPS_UK for more information. @q0kg1 Sorry for the late reply! Please reach out @AskPS_UK for more information.,neutral,@q0kg1 Sorry for the late reply! Please reach out @AskPS_UK for more information.,2019/01/25,"['SCREEN_NAME', 'sorry', 'for', 'the', 'late', 'reply', '', 'please', 'reach', 'out', 'SCREEN_NAME', 'for', 'more', 'information', '', 'SCREEN_NAME', 'sorry', 'for', 'the', 'late', 'reply', '', 'please', 'reach', 'out', 'SCREEN_NAME', 'for', 'more', 'information', '']",negative,0.0
