Date (EST),Contents,Post Title,Date_Ext,token_text,sentiment_py
2019/01/23,"@YxngDav Hello, I'm sorry to hear that! Have you visit our Fix & Replace Service? - https://t.co/rdorV8SIIy. It’s the best way to fix any problems you’re having, and you can even arrange a replacement if it can’t be fixed. ^MM @YxngDav Hello, I'm sorry to hear that!  Have you visit our Fix & Replace Service? - https://t.co/rdorV8SIIy. It’s the best way to fix any problems you’re having, and you can even arrange a replacement if it can’t be fixed. ^MM","@YxngDav Hello, I'm sorry to hear that!  Have you visit our Fix & Replace Service? - https://t.co/rdorV8SIIy. It’s the best way to fix any problems you’re having, and you can even arrange a replacement if it can’t be fixed. ^MM",2019/01/23,"['SCREEN_NAME', 'hello', '', 'i', 'm', 'sorry', 'to', 'hear', 'that', '', 'have', 'you', 'visit', 'our', 'fix', '', 'replace', 'service', '', '', 'it', 's', 'the', 'best', 'way', 'to', 'fix', 'any', 'problems', 'you', 're', 'having', '', 'and', 'you', 'can', 'even', 'arrange', 'a', 'replacement', 'if', 'it', 'ca', 'nt', 'be', 'fixed', '', 'mm', 'SCREEN_NAME', 'hello', '', 'i', 'm', 'sorry', 'to', 'hear', 'that', '', 'have', 'you', 'visit', 'our', 'fix', '', 'replace', 'service', '', '', 'it', 's', 'the', 'best', 'way', 'to', 'fix', 'any', 'problems', 'you', 're', 'having', '', 'and', 'you', 'can', 'even', 'arrange', 'a', 'replacement', 'if', 'it', 'ca', 'nt', 'be', 'fixed', '', 'mm']",positive
2019/01/26,@Joe82726987 Is this happening with all disc games or just this one? Are you also able to tell us which game this is? ^DK @Joe82726987 Is this happening with all disc games or just this one? Are you also able to tell us which game this is? ^DK,@Joe82726987 Is this happening with all disc games or just this one? Are you also able to tell us which game this is? ^DK,2019/01/26,"['SCREEN_NAME', 'is', 'this', 'happening', 'with', 'all', 'disc', 'games', 'or', 'just', 'this', 'one', '', 'are', 'you', 'also', 'able', 'to', 'tell', 'us', 'which', 'game', 'this', 'is', '', 'dk', 'SCREEN_NAME', 'is', 'this', 'happening', 'with', 'all', 'disc', 'games', 'or', 'just', 'this', 'one', '', 'are', 'you', 'also', 'able', 'to', 'tell', 'us', 'which', 'game', 'this', 'is', '', 'dk']",positive
2019/01/22,The PS4's HDD is fully removable and upgradable! Info: https://t.co/fSQ0gT6H0X https://t.co/cXyaOg4iTY The PS4's HDD is fully removable and upgradable! Info: https://t.co/fSQ0gT6H0X https://t.co/cXyaOg4iTY,The PS4's HDD is fully removable and upgradable! Info: https://t.co/fSQ0gT6H0X https://t.co/cXyaOg4iTY,2019/01/22,"['the', 'ps4', 's', 'hdd', 'is', 'fully', 'removable', 'and', 'upgradable', '', 'info', 'the', 'ps4', 's', 'hdd', 'is', 'fully', 'removable', 'and', 'upgradable', '', 'info']",neutral
2019/01/22,@EdoMaliMedo127 Glad to assist. Please try redeeming the code again following these steps: https://t.co/68Uk36zbYR @EdoMaliMedo127 Glad to assist. Please try redeeming the code again following these steps: https://t.co/68Uk36zbYR,@EdoMaliMedo127 Glad to assist. Please try redeeming the code again following these steps: https://t.co/68Uk36zbYR,2019/01/22,"['SCREEN_NAME', 'glad', 'to', 'assist', '', 'please', 'try', 'redeeming', 'the', 'code', 'again', 'following', 'these', 'steps', 'SCREEN_NAME', 'glad', 'to', 'assist', '', 'please', 'try', 'redeeming', 'the', 'code', 'again', 'following', 'these', 'steps']",positive
2019/01/25,"The Blogcast is back, with first impressions of Kingdom Hearts III, Resident Evil 2, and Mortal Kombat 11: https://t.co/GgmOmrncUV Enjoy the show! https://t.co/0hPs5rqhBY The Blogcast is back, with first impressions of Kingdom Hearts III, Resident Evil 2, and Mortal Kombat 11: https://t.co/GgmOmrncUV

Enjoy the show! https://t.co/0hPs5rqhBY","The Blogcast is back, with first impressions of Kingdom Hearts III, Resident Evil 2, and Mortal Kombat 11: https://t.co/GgmOmrncUV

Enjoy the show! https://t.co/0hPs5rqhBY",2019/01/25,"['the', 'blogcast', 'is', 'back', '', 'with', 'first', 'impressions', 'of', 'kingdom', 'hearts', 'iii', '', 'resident', 'evil', '2', '', 'and', 'mortal', 'kombat', '11', 'enjoy', 'the', 'show', '', 'the', 'blogcast', 'is', 'back', '', 'with', 'first', 'impressions', 'of', 'kingdom', 'hearts', 'iii', '', 'resident', 'evil', '2', '', 'and', 'mortal', 'kombat', '11', 'enjoy', 'the', 'show', '']",negative
2019/01/22,@tonysands Hello! Would you be able to confirm if the option to receive marketing email is enabled in your PSN account? ^MM @tonysands Hello! Would you be able to confirm if the option to receive marketing email is enabled in your PSN account? ^MM,@tonysands Hello! Would you be able to confirm if the option to receive marketing email is enabled in your PSN account? ^MM,2019/01/22,"['SCREEN_NAME', 'hello', '', 'would', 'you', 'be', 'able', 'to', 'confirm', 'if', 'the', 'option', 'to', 'receive', 'marketing', 'email', 'is', 'enabled', 'in', 'your', 'psn', 'account', '', 'mm', 'SCREEN_NAME', 'hello', '', 'would', 'you', 'be', 'able', 'to', 'confirm', 'if', 'the', 'option', 'to', 'receive', 'marketing', 'email', 'is', 'enabled', 'in', 'your', 'psn', 'account', '', 'mm']",positive
2019/01/22,@lyrricalloves @jeonmarston get it on psnow!! @lyrricalloves @jeonmarston get it on psnow!!,@lyrricalloves @jeonmarston get it on psnow!!,2019/01/22,"['SCREEN_NAME', 'SCREEN_NAME', 'get', 'it', 'on', 'psnow', '', '', 'SCREEN_NAME', 'SCREEN_NAME', 'get', 'it', 'on', 'psnow', '', '']",neutral
2019/01/21,"@OllieEnglish Hi there, sorry to hear you've been having issues with this! I need to send you a DM regarding this. Please follow us if you haven't already. ^NL @OllieEnglish Hi there, sorry to hear you've been having issues with this! I need to send you a DM regarding this. Please follow us if you haven't already. ^NL","@OllieEnglish Hi there, sorry to hear you've been having issues with this! I need to send you a DM regarding this. Please follow us if you haven't already. ^NL",2019/01/21,"['SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'you', 've', 'been', 'having', 'issues', 'with', 'this', '', 'i', 'need', 'to', 'send', 'you', 'a', 'dm', 'regarding', 'this', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', '', 'nl', 'SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'you', 've', 'been', 'having', 'issues', 'with', 'this', '', 'i', 'need', 'to', 'send', 'you', 'a', 'dm', 'regarding', 'this', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', '', 'nl']",negative
2019/01/24,@awesomethingst1 Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks! @awesomethingst1 Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,@awesomethingst1 Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,2019/01/24,"['SCREEN_NAME', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '', 'SCREEN_NAME', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '']",positive
2019/01/22,"Stellaris brings the Grand Strategy genre to PS4 next month. @PdxInteractive explains what that means, and how it controls with DualShock 4: https://t.co/NM998j3ZhO https://t.co/X0RfY9ijSy Stellaris brings the Grand Strategy genre to PS4 next month. @PdxInteractive explains what that means, and how it controls with DualShock 4: https://t.co/NM998j3ZhO https://t.co/X0RfY9ijSy","Stellaris brings the Grand Strategy genre to PS4 next month. @PdxInteractive explains what that means, and how it controls with DualShock 4: https://t.co/NM998j3ZhO https://t.co/X0RfY9ijSy",2019/01/22,"['stellaris', 'brings', 'the', 'grand', 'strategy', 'genre', 'to', 'ps4', 'next', 'month', '', 'SCREEN_NAME', 'explains', 'what', 'that', 'means', '', 'and', 'how', 'it', 'controls', 'with', 'dualshock', '4', 'stellaris', 'brings', 'the', 'grand', 'strategy', 'genre', 'to', 'ps4', 'next', 'month', '', 'SCREEN_NAME', 'explains', 'what', 'that', 'means', '', 'and', 'how', 'it', 'controls', 'with', 'dualshock', '4']",positive
2019/01/21,@ballen0420 We are sorry to read that your account might've been compromised. We kindly ask you to follow us and let us know once you do so we can assist you through Direct Message. Thank you. @ballen0420 We are sorry to read that your account might've been compromised. We kindly ask you to follow us and let us know once you do so we can assist you through Direct Message. Thank you.,@ballen0420 We are sorry to read that your account might've been compromised. We kindly ask you to follow us and let us know once you do so we can assist you through Direct Message. Thank you.,2019/01/21,"['SCREEN_NAME', 'we', 'are', 'sorry', 'to', 'read', 'that', 'your', 'account', 'might', 've', 'been', 'compromised', '', 'we', 'kindly', 'ask', 'you', 'to', 'follow', 'us', 'and', 'let', 'us', 'know', 'once', 'you', 'do', 'so', 'we', 'can', 'assist', 'you', 'through', 'direct', 'message', '', 'thank', 'you', '', 'SCREEN_NAME', 'we', 'are', 'sorry', 'to', 'read', 'that', 'your', 'account', 'might', 've', 'been', 'compromised', '', 'we', 'kindly', 'ask', 'you', 'to', 'follow', 'us', 'and', 'let', 'us', 'know', 'once', 'you', 'do', 'so', 'we', 'can', 'assist', 'you', 'through', 'direct', 'message', '', 'thank', 'you', '']",positive
2019/01/21,"@TomDaGreek Okay so just to be clear, you will absolutely get a refund but I'm honestly just trying to help, the exact moment you placed the voucher on your account was the moment the auto-renewal feature was turned back on and this will have been communicated by the console. ^DK @TomDaGreek Okay so just to be clear, you will absolutely get a refund but I'm honestly just trying to help, the exact moment you placed the voucher on your account was the moment the auto-renewal feature was turned back on and this will have been communicated by the console. ^DK","@TomDaGreek Okay so just to be clear, you will absolutely get a refund but I'm honestly just trying to help, the exact moment you placed the voucher on your account was the moment the auto-renewal feature was turned back on and this will have been communicated by the console. ^DK",2019/01/21,"['SCREEN_NAME', 'okay', 'so', 'just', 'to', 'be', 'clear', '', 'you', 'will', 'absolutely', 'get', 'a', 'refund', 'but', 'i', 'm', 'honestly', 'just', 'trying', 'to', 'help', '', 'the', 'exact', 'moment', 'you', 'placed', 'the', 'voucher', 'on', 'your', 'account', 'was', 'the', 'moment', 'the', 'auto', 'renewal', 'feature', 'was', 'turned', 'back', 'on', 'and', 'this', 'will', 'have', 'been', 'communicated', 'by', 'the', 'console', '', 'dk', 'SCREEN_NAME', 'okay', 'so', 'just', 'to', 'be', 'clear', '', 'you', 'will', 'absolutely', 'get', 'a', 'refund', 'but', 'i', 'm', 'honestly', 'just', 'trying', 'to', 'help', '', 'the', 'exact', 'moment', 'you', 'placed', 'the', 'voucher', 'on', 'your', 'account', 'was', 'the', 'moment', 'the', 'auto', 'renewal', 'feature', 'was', 'turned', 'back', 'on', 'and', 'this', 'will', 'have', 'been', 'communicated', 'by', 'the', 'console', '', 'dk']",positive
2019/01/23,"Getting ready to cut the cord? Learn about PlayStation Vue availability, subscriptions, channels, and more in this article: https://t.co/X7EgTm5dac https://t.co/Q1rx11fSqc Getting ready to cut the cord? Learn about PlayStation Vue availability, subscriptions, channels, and more in this article: https://t.co/X7EgTm5dac https://t.co/Q1rx11fSqc","Getting ready to cut the cord? Learn about PlayStation Vue availability, subscriptions, channels, and more in this article: https://t.co/X7EgTm5dac https://t.co/Q1rx11fSqc",2019/01/23,"['getting', 'ready', 'to', 'cut', 'the', 'cord', '', 'learn', 'about', 'playstation', 'vue', 'availability', '', 'subscriptions', '', 'channels', '', 'and', 'more', 'in', 'this', 'article', 'getting', 'ready', 'to', 'cut', 'the', 'cord', '', 'learn', 'about', 'playstation', 'vue', 'availability', '', 'subscriptions', '', 'channels', '', 'and', 'more', 'in', 'this', 'article']",positive
2019/01/21,"@BillCos28809783 Sorry to hear that! Please follow us on Twitter if you don't yet, so we can send you a DM. Let us know once you do! Thanks. @BillCos28809783 Sorry to hear that! Please follow us on Twitter if you don't yet, so we can send you a DM. Let us know once you do! Thanks.","@BillCos28809783 Sorry to hear that! Please follow us on Twitter if you don't yet, so we can send you a DM. Let us know once you do! Thanks.",2019/01/21,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'follow', 'us', 'on', 'twitter', 'if', 'you', 'do', 'nt', 'yet', '', 'so', 'we', 'can', 'send', 'you', 'a', 'dm', '', 'let', 'us', 'know', 'once', 'you', 'do', '', 'thanks', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'please', 'follow', 'us', 'on', 'twitter', 'if', 'you', 'do', 'nt', 'yet', '', 'so', 'we', 'can', 'send', 'you', 'a', 'dm', '', 'let', 'us', 'know', 'once', 'you', 'do', '', 'thanks', '']",negative
2019/01/22,@KittyStudio @Moshcrates I thought psnow was a streaming service... we need the research! @KittyStudio @Moshcrates I thought psnow was a streaming service... we need the research!,@KittyStudio @Moshcrates I thought psnow was a streaming service... we need the research!,2019/01/22,"['SCREEN_NAME', 'SCREEN_NAME', 'i', 'thought', 'psnow', 'was', 'a', 'streaming', 'service', '', 'we', 'need', 'the', 'research', '', 'SCREEN_NAME', 'SCREEN_NAME', 'i', 'thought', 'psnow', 'was', 'a', 'streaming', 'service', '', 'we', 'need', 'the', 'research', '']",neutral
2019/01/26,@Carl_O_D Hi Carl. Please follow the steps in the next link to solve the error code CE-34878-0: https://t.co/vDovMN8TeD @Carl_O_D Hi Carl. Please follow the steps in the next link to solve the error code CE-34878-0: https://t.co/vDovMN8TeD,@Carl_O_D Hi Carl. Please follow the steps in the next link to solve the error code CE-34878-0: https://t.co/vDovMN8TeD,2019/01/26,"['SCREEN_NAME', 'hi', 'carl', '', 'please', 'follow', 'the', 'steps', 'in', 'the', 'next', 'link', 'to', 'solve', 'the', 'error', 'code', '0', 'SCREEN_NAME', 'hi', 'carl', '', 'please', 'follow', 'the', 'steps', 'in', 'the', 'next', 'link', 'to', 'solve', 'the', 'error', 'code', '0']",neutral
2019/01/22,"@axelwilliamc1 Sorry for the delay! We kindly ask you to follow us on Twitter, so we can provide you further assistance via Direct Message. Thanks! @axelwilliamc1 Sorry for the delay! We kindly ask you to follow us on Twitter, so we can provide you further assistance via Direct Message. Thanks!","@axelwilliamc1 Sorry for the delay! We kindly ask you to follow us on Twitter, so we can provide you further assistance via Direct Message. Thanks!",2019/01/22,"['SCREEN_NAME', 'sorry', 'for', 'the', 'delay', '', 'we', 'kindly', 'ask', 'you', 'to', 'follow', 'us', 'on', 'twitter', '', 'so', 'we', 'can', 'provide', 'you', 'further', 'assistance', 'via', 'direct', 'message', '', 'thanks', '', 'SCREEN_NAME', 'sorry', 'for', 'the', 'delay', '', 'we', 'kindly', 'ask', 'you', 'to', 'follow', 'us', 'on', 'twitter', '', 'so', 'we', 'can', 'provide', 'you', 'further', 'assistance', 'via', 'direct', 'message', '', 'thanks', '']",positive
2019/01/21,@tacocat12349 Hi Nathan. Please check your Direct Messages for further instructions. @tacocat12349 Hi Nathan. Please check your Direct Messages for further instructions.,@tacocat12349 Hi Nathan. Please check your Direct Messages for further instructions.,2019/01/21,"['SCREEN_NAME', 'hi', 'nathan', '', 'please', 'check', 'your', 'direct', 'messages', 'for', 'further', 'instructions', '', 'SCREEN_NAME', 'hi', 'nathan', '', 'please', 'check', 'your', 'direct', 'messages', 'for', 'further', 'instructions', '']",positive
2019/01/25,@TIAMAT1 Please check your DM's for more instructions. @TIAMAT1 Please check your DM's for more instructions.,@TIAMAT1 Please check your DM's for more instructions.,2019/01/25,"['SCREEN_NAME', 'please', 'check', 'your', 'dm', 's', 'for', 'more', 'instructions', '', 'SCREEN_NAME', 'please', 'check', 'your', 'dm', 's', 'for', 'more', 'instructions', '']",positive
2019/01/25,"@carnie_daniel Hello! If you don't remember your verification information, please read beneath ""Don't have your verification information?"" on this FAQ for assistance in resetting your password: https://t.co/ffcqVaTjoW ^DB @carnie_daniel Hello! If you don't remember your verification information, please read beneath ""Don't have your verification information?"" on this FAQ for assistance in resetting your password: https://t.co/ffcqVaTjoW ^DB","@carnie_daniel Hello! If you don't remember your verification information, please read beneath ""Don't have your verification information?"" on this FAQ for assistance in resetting your password: https://t.co/ffcqVaTjoW ^DB",2019/01/25,"['SCREEN_NAME', 'hello', '', 'if', 'you', 'do', 'nt', 'remember', 'your', 'verification', 'information', '', 'please', 'read', 'beneath', '', 'do', 'nt', 'have', 'your', 'verification', 'information', '', '', 'on', 'this', 'faq', 'for', 'assistance', 'in', 'resetting', 'your', 'password', 'db', 'SCREEN_NAME', 'hello', '', 'if', 'you', 'do', 'nt', 'remember', 'your', 'verification', 'information', '', 'please', 'read', 'beneath', '', 'do', 'nt', 'have', 'your', 'verification', 'information', '', '', 'on', 'this', 'faq', 'for', 'assistance', 'in', 'resetting', 'your', 'password', 'db']",neutral
2019/01/21,@1984LukeFos4891 Let's hop into DMs to discuss this further and see what can be done. Please make sure you're following us so I can message you. ^NL @1984LukeFos4891 Let's hop into DMs to discuss this further and see what can be done. Please make sure you're following us so I can message you. ^NL,@1984LukeFos4891 Let's hop into DMs to discuss this further and see what can be done. Please make sure you're following us so I can message you. ^NL,2019/01/21,"['SCREEN_NAME', 'let', 's', 'hop', 'into', 'dms', 'to', 'discuss', 'this', 'further', 'and', 'see', 'what', 'can', 'be', 'done', '', 'please', 'make', 'sure', 'you', 're', 'following', 'us', 'so', 'i', 'can', 'message', 'you', '', 'nl', 'SCREEN_NAME', 'let', 's', 'hop', 'into', 'dms', 'to', 'discuss', 'this', 'further', 'and', 'see', 'what', 'can', 'be', 'done', '', 'please', 'make', 'sure', 'you', 're', 'following', 'us', 'so', 'i', 'can', 'message', 'you', '', 'nl']",positive
2019/01/22,"@Cadreinth @jakedavis1995 @tru8888 @UnclePhailure @UltraLightDrift @Gib_reel @nichola41755448 @XboxP3 @Bungie and? xbox division Is in bankrupt? haahah no, Earn billions and Mock the ponies, invest and buy studies and new IPs. Enhances gamepass and designs Xcloud. While Sony with PSnow still fails to get it going in many country @Cadreinth @jakedavis1995 @tru8888 @UnclePhailure @UltraLightDrift @Gib_reel @nichola41755448 @XboxP3 @Bungie and? xbox division Is in bankrupt? haahah no, Earn billions and Mock the ponies, invest and buy studies and new IPs. Enhances gamepass and designs Xcloud. While Sony with PSnow still fails to get it going in many country","@Cadreinth @jakedavis1995 @tru8888 @UnclePhailure @UltraLightDrift @Gib_reel @nichola41755448 @XboxP3 @Bungie and? xbox division Is in bankrupt? haahah no, Earn billions and Mock the ponies, invest and buy studies and new IPs. Enhances gamepass and designs Xcloud. While Sony with PSnow still fails to get it going in many country",2019/01/22,"['SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'and', '', 'xbox', 'division', 'is', 'in', 'bankrupt', '', 'haahah', 'no', '', 'earn', 'billions', 'and', 'mock', 'the', 'ponies', '', 'invest', 'and', 'buy', 'studies', 'and', 'new', 'ips', '', 'enhances', 'gamepass', 'and', 'designs', 'xcloud', '', 'while', 'sony', 'with', 'psnow', 'still', 'fails', 'to', 'get', 'it', 'going', 'in', 'many', 'country', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'and', '', 'xbox', 'division', 'is', 'in', 'bankrupt', '', 'haahah', 'no', '', 'earn', 'billions', 'and', 'mock', 'the', 'ponies', '', 'invest', 'and', 'buy', 'studies', 'and', 'new', 'ips', '', 'enhances', 'gamepass', 'and', 'designs', 'xcloud', '', 'while', 'sony', 'with', 'psnow', 'still', 'fails', 'to', 'get', 'it', 'going', 'in', 'many', 'country']",positive
2019/01/25,"PlayStation Now game streaming coming to Spain, Italy, Portugal & Nordics https://t.co/0uSVaGxzVh PlayStation Now game streaming coming to Spain, Italy, Portugal & Nordics https://t.co/0uSVaGxzVh","PlayStation Now game streaming coming to Spain, Italy, Portugal & Nordics https://t.co/0uSVaGxzVh",2019/01/25,"['playstation', 'now', 'game', 'streaming', 'coming', 'to', 'spain', '', 'italy', '', 'portugal', '', 'nordics', 'playstation', 'now', 'game', 'streaming', 'coming', 'to', 'spain', '', 'italy', '', 'portugal', '', 'nordics']",negative
2019/01/25,"@SeanCally Hi there, sorry to hear that! Was there a particular price advertised somewhere that he saw? Please send us a photo or screenshot of it so we can look into this. ^NL @SeanCally Hi there, sorry to hear that! Was there a particular price advertised somewhere that he saw? Please send us a photo or screenshot of it so we can look into this. ^NL","@SeanCally Hi there, sorry to hear that! Was there a particular price advertised somewhere that he saw? Please send us a photo or screenshot of it so we can look into this. ^NL",2019/01/25,"['SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'that', '', 'was', 'there', 'a', 'particular', 'price', 'advertised', 'somewhere', 'that', 'he', 'saw', '', 'please', 'send', 'us', 'a', 'photo', 'or', 'screenshot', 'of', 'it', 'so', 'we', 'can', 'look', 'into', 'this', '', 'nl', 'SCREEN_NAME', 'hi', 'there', '', 'sorry', 'to', 'hear', 'that', '', 'was', 'there', 'a', 'particular', 'price', 'advertised', 'somewhere', 'that', 'he', 'saw', '', 'please', 'send', 'us', 'a', 'photo', 'or', 'screenshot', 'of', 'it', 'so', 'we', 'can', 'look', 'into', 'this', '', 'nl']",negative
2019/01/26,@connorhandley1 Since we don't manufacture these headphones we have absolutely no way of determining what is causing these issues with those particular headsets. Does a friend of relative have an official headset or mono headset you can borrow? ^DK @connorhandley1 Since we don't manufacture these headphones we have absolutely no way of determining what is causing these issues with those particular headsets. Does a friend of relative have an official headset or mono headset you can borrow? ^DK,@connorhandley1 Since we don't manufacture these headphones we have absolutely no way of determining what is causing these issues with those particular headsets. Does a friend of relative have an official headset or mono headset you can borrow? ^DK,2019/01/26,"['SCREEN_NAME', 'since', 'we', 'do', 'nt', 'manufacture', 'these', 'headphones', 'we', 'have', 'absolutely', 'no', 'way', 'of', 'determining', 'what', 'is', 'causing', 'these', 'issues', 'with', 'those', 'particular', 'headsets', '', 'does', 'a', 'friend', 'of', 'relative', 'have', 'an', 'official', 'headset', 'or', 'mono', 'headset', 'you', 'can', 'borrow', '', 'dk', 'SCREEN_NAME', 'since', 'we', 'do', 'nt', 'manufacture', 'these', 'headphones', 'we', 'have', 'absolutely', 'no', 'way', 'of', 'determining', 'what', 'is', 'causing', 'these', 'issues', 'with', 'those', 'particular', 'headsets', '', 'does', 'a', 'friend', 'of', 'relative', 'have', 'an', 'official', 'headset', 'or', 'mono', 'headset', 'you', 'can', 'borrow', '', 'dk']",positive
2019/01/22,"@fireworksdot Hi, sorry to hear that! Can you check your transaction history here: https://t.co/huCIecyRFT and let me know if you recognise the transaction? Please don't send us any screenshots though! ^NL @fireworksdot Hi, sorry to hear that! Can you check your transaction history here: https://t.co/huCIecyRFT and let me know if you recognise the transaction? Please don't send us any screenshots though! ^NL","@fireworksdot Hi, sorry to hear that! Can you check your transaction history here: https://t.co/huCIecyRFT and let me know if you recognise the transaction? Please don't send us any screenshots though! ^NL",2019/01/22,"['SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'can', 'you', 'check', 'your', 'transaction', 'history', 'here', 'and', 'let', 'me', 'know', 'if', 'you', 'recognise', 'the', 'transaction', '', 'please', 'do', 'nt', 'send', 'us', 'any', 'screenshots', 'though', '', 'nl', 'SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'can', 'you', 'check', 'your', 'transaction', 'history', 'here', 'and', 'let', 'me', 'know', 'if', 'you', 'recognise', 'the', 'transaction', '', 'please', 'do', 'nt', 'send', 'us', 'any', 'screenshots', 'though', '', 'nl']",negative
2019/01/24,PlayStation Now game streaming expands throughout Europe - Engadget https://t.co/9RlStm7KWz PlayStation Now game streaming expands throughout Europe - Engadget https://t.co/9RlStm7KWz,PlayStation Now game streaming expands throughout Europe - Engadget https://t.co/9RlStm7KWz,2019/01/24,"['playstation', 'now', 'game', 'streaming', 'expands', 'throughout', 'europe', 'engadget', 'playstation', 'now', 'game', 'streaming', 'expands', 'throughout', 'europe', 'engadget']",negative
2019/01/26,"@LoganMi52681399 Hi there! Sure we can assist! Please make sure that you're sign-in to the correct account. Also, let's activate your account as primary and then restore licenses to refresh your privileges and try again: https://t.co/zuLywYmK36 @LoganMi52681399 Hi there! Sure we can assist! Please make sure that you're sign-in to the correct account. Also, let's activate your account as primary and then restore licenses to refresh your privileges and try again: https://t.co/zuLywYmK36","@LoganMi52681399 Hi there! Sure we can assist! Please make sure that you're sign-in to the correct account. Also, let's activate your account as primary and then restore licenses to refresh your privileges and try again: https://t.co/zuLywYmK36",2019/01/26,"['SCREEN_NAME', 'hi', 'there', '', 'sure', 'we', 'can', 'assist', '', 'please', 'make', 'sure', 'that', 'you', 're', 'sign', 'in', 'to', 'the', 'correct', 'account', '', 'also', '', 'let', 's', 'activate', 'your', 'account', 'as', 'primary', 'and', 'then', 'restore', 'licenses', 'to', 'refresh', 'your', 'privileges', 'and', 'try', 'again', 'SCREEN_NAME', 'hi', 'there', '', 'sure', 'we', 'can', 'assist', '', 'please', 'make', 'sure', 'that', 'you', 're', 'sign', 'in', 'to', 'the', 'correct', 'account', '', 'also', '', 'let', 's', 'activate', 'your', 'account', 'as', 'primary', 'and', 'then', 'restore', 'licenses', 'to', 'refresh', 'your', 'privileges', 'and', 'try', 'again']",positive
2019/01/26,"@PukkiPartyNcfc Hi! If you are asking if his standard Dualshock 4 will work on your pro then yes it absolutely should. Any issues, message us here and we'll get it working. ^DK @PukkiPartyNcfc Hi! If you are asking if his standard Dualshock 4 will work on your pro then yes it absolutely should. Any issues, message us here and we'll get it working. ^DK","@PukkiPartyNcfc Hi! If you are asking if his standard Dualshock 4 will work on your pro then yes it absolutely should. Any issues, message us here and we'll get it working. ^DK",2019/01/26,"['SCREEN_NAME', 'hi', '', 'if', 'you', 'are', 'asking', 'if', 'his', 'standard', 'dualshock', '4', 'will', 'work', 'on', 'your', 'pro', 'then', 'yes', 'it', 'absolutely', 'should', '', 'any', 'issues', '', 'message', 'us', 'here', 'and', 'we', 'll', 'get', 'it', 'working', '', 'dk', 'SCREEN_NAME', 'hi', '', 'if', 'you', 'are', 'asking', 'if', 'his', 'standard', 'dualshock', '4', 'will', 'work', 'on', 'your', 'pro', 'then', 'yes', 'it', 'absolutely', 'should', '', 'any', 'issues', '', 'message', 'us', 'here', 'and', 'we', 'll', 'get', 'it', 'working', '', 'dk']",positive
2019/01/26,@123Loner @PlayStation PlayStation Now needs good internet @123Loner @PlayStation PlayStation Now needs good internet,@123Loner @PlayStation PlayStation Now needs good internet,2019/01/26,"['SCREEN_NAME', 'SCREEN_NAME', 'playstation', 'now', 'needs', 'good', 'internet', 'SCREEN_NAME', 'SCREEN_NAME', 'playstation', 'now', 'needs', 'good', 'internet']",positive
2019/01/26,@shadowzrises Hi Emilio. We have sent you a DM with more details. @shadowzrises Hi Emilio. We have sent you a DM with more details.,@shadowzrises Hi Emilio. We have sent you a DM with more details.,2019/01/26,"['SCREEN_NAME', 'hi', 'emilio', '', 'we', 'have', 'sent', 'you', 'a', 'dm', 'with', 'more', 'details', '', 'SCREEN_NAME', 'hi', 'emilio', '', 'we', 'have', 'sent', 'you', 'a', 'dm', 'with', 'more', 'details', '']",positive
