GUID,Date (EST),URL,Contents,Author,Name,Country,State/Region,City/Urban Area,Category,Emotion,Source,Gender,Posts,Followers,Following,Post Title,Post Type,Image URL,Brand
919500309117927424,10/15/2017,http://twitter.com/AskPS_UK/status/919500309117927424,@Dimitrialiba Sorry to hear this! I'm afraid you need to check this with your local or online retailers ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,182474,63275,22,@Dimitrialiba Sorry to hear this! I'm afraid you need to check this with your local or online retailers ^EG,Reply,,
919253662681231360,10/14/2017,http://twitter.com/AskPlayStation/status/919253662681231360,"@JB_fals Hello there. Please follow us, so we can give you further assistance via Direct Message. Thanks!",@AskPlayStation,Ask PlayStation,,,,Positive,Neutral,Twitter,,727442,1249169,3137,"@JB_fals Hello there. Please follow us, so we can give you further assistance via Direct Message. Thanks!",Reply,,
919720900932628480,10/15/2017,http://twitter.com/AskPlayStation/status/919720900932628480,@zombienewsntriv Thanks for that info. Let's Restore Licenses to refresh your privileges and try again: https://t.co/zuLywYmK36,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,727836,1249458,3140,@zombienewsntriv Thanks for that info. Let's Restore Licenses to refresh your privileges and try again: https://t.co/zuLywYmK36,Reply,,
920336996635172864,10/17/2017,http://twitter.com/AskPS_UK/status/920336996635172864,@IdealSanq Hi there! I'm going to send you a DM. Please follow us if you haven't already ^ES,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Neutral,Twitter,,183746,63599,22,@IdealSanq Hi there! I'm going to send you a DM. Please follow us if you haven't already ^ES,Reply,,
919260043094183936,10/14/2017,http://twitter.com/AskPS_UK/status/919260043094183936,"@Price13Tom Have you checked your junk and spam folders, sometimes our e-mails go there by mistake. ^MN",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,182264,63234,22,"@Price13Tom Have you checked your junk and spam folders, sometimes our e-mails go there by mistake. ^MN",Reply,,
920261238231371776,10/17/2017,http://twitter.com/AskPS_UK/status/920261238231371776,"@TomPeacock99 Sorry, we do not deal with banned or suspended accounts on Twitter. Please call Support https://t.co/Rwg3azRQW2 ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Unclassified,Twitter,,183578,63563,22,"@TomPeacock99 Sorry, we do not deal with banned or suspended accounts on Twitter. Please call Support https://t.co/Rwg3azRQW2 ^DB",Tweet,,
919923801105813504,10/16/2017,http://twitter.com/AskPS_UK/status/919923801105813504,@Lewis_Cole98 Hmm how odd! What happens when you try to access your account? ^ES,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,183105,63440,22,@Lewis_Cole98 Hmm how odd! What happens when you try to access your account? ^ES,Reply,,
918834338850058241,10/13/2017,http://twitter.com/AskPS_UK/status/918834338850058241,@ifitsnotlove Sorry to hear this! I'm going to send you a DM. Please follow us if you haven't already. ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,181720,63050,22,@ifitsnotlove Sorry to hear this! I'm going to send you a DM. Please follow us if you haven't already. ^EG,Reply,,
919957101115527168,10/16/2017,http://twitter.com/HussainQurashi/status/919957101115527168,@PlayStation Now that’s a special edition PS4,@HussainQurashi,Hussain Al-Qurashi,,,,Neutral,Neutral,Twitter,M,34,4,29,@PlayStation Now that’s a special edition PS4,Reply,,
919870303613931520,10/16/2017,http://twitter.com/AskPS_UK/status/919870303613931520,@Patharaphruek Try accessing at https://t.co/fEojS69I53 and asking for a new verification email ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,183039,63417,22,@Patharaphruek Try accessing at https://t.co/fEojS69I53 and asking for a new verification email ^EG,Reply,,
920263944039731200,10/17/2017,http://twitter.com/AskPS_UK/status/920263944039731200,@AEPIX_GAMING Please call your local support centre for help with this issue. You can find details at https://t.co/GhinUHRxPY ^DB,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,183582,63566,22,@AEPIX_GAMING Please call your local support centre for help with this issue. You can find details at https://t.co/GhinUHRxPY ^DB,Reply,,
920011278931890176,10/16/2017,http://twitter.com/AskPlayStation/status/920011278931890176,@aizzathkm That's odd. Are you able to play other games online at the moment?,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,727983,1249573,3140,@aizzathkm That's odd. Are you able to play other games online at the moment?,Reply,,
919034341921099776,10/13/2017,http://twitter.com/AskPlayStation/status/919034341921099776,@LenzSands That's not good. Please power cycle your network devices and try again: https://t.co/UUMNDRIFMj,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,727358,1249055,3135,@LenzSands That's not good. Please power cycle your network devices and try again: https://t.co/UUMNDRIFMj,Reply,,
920462774660149253,10/17/2017,http://twitter.com/AskPlayStation/status/920462774660149253,@Draodran Sorry for the delayed response. Please check this article to know how link PayPal services correctly: https://t.co/uJRQr6DnUb,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,728407,1249814,3139,@Draodran Sorry for the delayed response. Please check this article to know how link PayPal services correctly: https://t.co/uJRQr6DnUb,Reply,,
919541622702071808,10/15/2017,http://twitter.com/80Grey/status/919541622702071808,@youvebeenSLAIN Haha I've been curious about it. If it's on PSNow I'll def get around to it,@80Grey,80Grave,United States of America,Arkansas,,Neutral,Neutral,Twitter,,139741,1179,1251,@youvebeenSLAIN Haha I've been curious about it. If it's on PSNow I'll def get around to it,Reply,,
919056882052067328,10/14/2017,http://twitter.com/AskPlayStation/status/919056882052067328,@Martialcoholic Glad to help. Please follow us via Twitter so we can send you a DM with further instructions. Thanks!,@AskPlayStation,Ask PlayStation,,,,Positive,Joy,Twitter,,727372,1249068,3135,@Martialcoholic  Glad to help. Please follow us via Twitter so we can send you a DM with further instructions. Thanks!,Reply,,
918895573868122112,10/13/2017,http://twitter.com/AskPlayStation/status/918895573868122112,@PaulFoglePA Thank you for that information! Please follow us and send us a DM for further assistance! https://t.co/blzF3DE7ws,@AskPlayStation,Ask PlayStation,,,,Positive,Joy,Twitter,,727219,1248972,3135,@PaulFoglePA Thank you for that information! Please follow us and send us a DM for further assistance! https://t.co/blzF3DE7ws,Reply,,
919259141037805569,10/14/2017,http://twitter.com/AskPS_UK/status/919259141037805569,@DK_RA1N You can't buy voucher codes from the PlayStation Store. If you wan't to buy a code online why not try a trusted online retailer?^MN,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,182262,63233,22,@DK_RA1N You can't buy voucher codes from the PlayStation Store. If you wan't to buy a code online why not try a trusted online retailer?^MN,Reply,,
920316905315098624,10/17/2017,http://twitter.com/AskPS_UK/status/920316905315098624,@neillangdesign Hey there! You can remote play on a variety of devices. Check this page for more information: https://t.co/sWM6gwUs7g ^DB,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,183685,63584,22,@neillangdesign Hey there! You can remote play on a variety of devices. Check this page for more information: https://t.co/sWM6gwUs7g ^DB,Reply,,
918758193924362240,10/13/2017,http://twitter.com/AskPS_UK/status/918758193924362240,@mattstrong4 I'm going to send you a DM. Please follow us if you haven't already ^ES,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,181594,63035,22,@mattstrong4 I'm going to send you a DM. Please follow us if you haven't already ^ES,Reply,,
919943258477924353,10/16/2017,http://twitter.com/AskPS_UK/status/919943258477924353,@27615EW Sorry to hear this. What happens when you try to access via console? ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Sadness,Twitter,,183141,63452,22,@27615EW Sorry to hear this. What happens when you try to access via console? ^EG,Reply,,
919268705657290753,10/14/2017,http://twitter.com/AskPlayStation/status/919268705657290753,@JozomanInc That's not good. Please reset the DS4 and try again: https://t.co/NEyEZL7irb,@AskPlayStation,Ask PlayStation,,,,Negative,Unclassified,Twitter,,727463,1249181,3137,@JozomanInc That's not good. Please reset the DS4 and try again: https://t.co/NEyEZL7irb,Reply,,
919991600666857472,10/16/2017,http://twitter.com/AskPS_UK/status/919991600666857472,"@megg_leighxx I am sorry to hear this, is this just with disc games or digital also? ^ES",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,183277,63503,22,"@megg_leighxx I am sorry to hear this, is this just with disc games or digital also? ^ES",Reply,,
919053866552971264,10/14/2017,http://twitter.com/AskPlayStation/status/919053866552971264,@DavidCoady4 Hello. Let's look into that. Review the next article for further assistance with error code CE-41489-6: https://t.co/EDr4L9EnY2,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,727368,1249065,3135,@DavidCoady4 Hello. Let's look into that. Review the next article for further assistance with error code CE-41489-6: https://t.co/EDr4L9EnY2,Reply,,
918873367645745152,10/13/2017,http://twitter.com/AskPS_UK/status/918873367645745152,@JustinsWingless Hi there! I'm going to send you a DM. Please follow us if you haven't already. ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,181802,63072,22,@JustinsWingless Hi there! I'm going to send you a DM. Please follow us if you haven't already. ^EG,Reply,,
919137323735973888,10/14/2017,http://twitter.com/AskPS_UK/status/919137323735973888,@bruisedfuck Sending you a DM right now! ^MK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Unclassified,Twitter,,182017,63136,22,@bruisedfuck Sending you a DM right now! ^MK,Reply,,
918954963014995972,10/13/2017,http://twitter.com/AskPS_UK/status/918954963014995972,@SportsNut1908 If this happen just with this game you need to contact EA for further help ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,181957,63113,22,@SportsNut1908 If this happen just with this game you need to contact EA for further help ^EG,Reply,,
918950075245658112,10/13/2017,http://twitter.com/AskPS_UK/status/918950075245658112,@MartinBWATP I'm going to send you a DM. Please follow us if you haven't already. ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,181948,63114,22,@MartinBWATP I'm going to send you a DM. Please follow us if you haven't already. ^EG,Reply,,
919305133237964800,10/14/2017,http://twitter.com/AskPlayStation/status/919305133237964800,"@ChargrsNation17 Let’s fix this issue going to Safe Mode, option 5 Rebuild database: https://t.co/NiCy6xiXKC",@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,727516,1249203,3137,"@ChargrsNation17 Let’s fix this issue going to Safe Mode, option 5 Rebuild database:
https://t.co/NiCy6xiXKC",Reply,,
920027625984315392,10/16/2017,http://twitter.com/AskPlayStation/status/920027625984315392,@L3nn0XG9 We have sent you a Direct Message via Twitter with further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,727997,1249581,3140,@L3nn0XG9 We have sent you a Direct Message via Twitter with further instructions.,Reply,,
919770924186046464,10/15/2017,http://twitter.com/T_Vicious0418/status/919770924186046464,@PlayStation @Sony Please put Mortal Kombat VS DC Universe PS3 game on Playstation Now for PS4,@T_Vicious0418,Terry E Henderson Jr,United States of America,Maryland,Baltimore,Neutral,Neutral,Twitter,M,12792,417,2398,@PlayStation @Sony Please put Mortal Kombat VS DC Universe PS3 game on Playstation Now for PS4,Tweet,,
919568558908149761,10/15/2017,http://twitter.com/AskPS_UK/status/919568558908149761,@ExpertPixelYT Our team will be in touch as soon as they have processed your case. ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,182706,63320,22,@ExpertPixelYT Our team will be in touch as soon as they have processed your case. ^EG,Reply,,
919487888164876288,10/15/2017,http://twitter.com/AskPS_UK/status/919487888164876288,@josephparsons51 See https://t.co/vDnMaGtfkX for further help ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,182445,63271,22,@josephparsons51 See https://t.co/vDnMaGtfkX for further help ^EG,Reply,,
919550483915780096,10/15/2017,http://twitter.com/AskPS_UK/status/919550483915780096,@DannyThirkill Hi there! Are you able to access in Safe Mode? See https://t.co/D9hEO3Gfxw ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,182631,63306,22,@DannyThirkill Hi there! Are you able to access in Safe Mode? See https://t.co/D9hEO3Gfxw ^EG,Reply,,
919436731207823360,10/15/2017,http://twitter.com/AskPlayStation/status/919436731207823360,"@stark0s1 Hi there. Let's look into that. Please make sure you are following us, so we can assist you better via a Direct Message.",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,727593,1249274,3139,"@stark0s1 Hi there. Let's look into that. Please make sure you are following us, so we can assist you better via a Direct Message.",Reply,,
918844975164674049,10/13/2017,http://twitter.com/AskPS_UK/status/918844975164674049,@47dkwok Hi there! I'm going to send you a DM. Please follow us if you haven't already. ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,181746,63053,22,@47dkwok Hi there! I'm going to send you a DM. Please follow us if you haven't already. ^EG,Reply,,
918952492456607749,10/13/2017,http://twitter.com/AskPS_UK/status/918952492456607749,@SportsNut1908 Sorry to hear this. Have you already tried the steps at https://t.co/AVn9wLGVbM? ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,181952,63113,22,@SportsNut1908 Sorry to hear this. Have you already tried the steps at https://t.co/AVn9wLGVbM? ^EG,Reply,,
920450808046673920,10/17/2017,http://twitter.com/AskPlayStation/status/920450808046673920,"@BhupinderGulati Hi there. For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,728399,1249810,3140,"@BhupinderGulati Hi there. For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",Reply,,
919643036476375041,10/15/2017,http://twitter.com/AskPS_UK/status/919643036476375041,"@Michael_shorttt Hi, I'm going to send you a DM. Please follow us if you haven't already! ^MN",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,182885,63377,22,"@Michael_shorttt Hi, I'm going to send you a DM. Please follow us if you haven't already! ^MN",Reply,,
919299648149389313,10/14/2017,http://twitter.com/AskPS_UK/status/919299648149389313,@uktraindriver As long as your PS4 is activated on your account as your primary PS4 you can indeed start a remote download! ^MN,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Neutral,Twitter,,182351,63254,22,@uktraindriver As long as your PS4 is activated on your account as your primary PS4 you can indeed start a remote download! ^MN,Reply,,
919947318023028736,10/16/2017,http://twitter.com/AskPS_UK/status/919947318023028736,"@LBMS_Gaming Have you tried to deactivate your consoles on the web yet? Please go to https://t.co/FI8CJewCR5, sign in and try that first ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,183154,63456,22,"@LBMS_Gaming Have you tried to deactivate your consoles on the web yet? Please go to https://t.co/FI8CJewCR5, sign in and try that first ^DB",Reply,,
920002029766021126,10/16/2017,http://twitter.com/AskPS_UK/status/920002029766021126,"@camel_juice This isn't a common issue no, have you tried switching the HDMI? ^ES",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,183321,63513,22,"@camel_juice This isn't a common issue no, have you tried switching the HDMI? ^ES",Reply,,
918868960401068033,10/13/2017,http://twitter.com/AskPlayStation/status/918868960401068033,Teen Accounts allow for the creation of an account and immediate offline gaming and trophies https://t.co/9xbonhbUf1 https://t.co/DCisBvsR3j,@AskPlayStation,Ask PlayStation,,,,Neutral,Sadness,Twitter,,727195,1248962,3135,Teen Accounts allow for the creation of an account and immediate offline gaming and trophies https://t.co/9xbonhbUf1 https://t.co/DCisBvsR3j,Tweet,,
919680938740731905,10/15/2017,http://twitter.com/AskPlayStation/status/919680938740731905,@cazjones344 Glad to assist you. Do you see an error code or message?,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,727784,1249426,3140,@cazjones344 Glad to assist you. Do you see an error code or message?,Reply,,
920421776244568064,10/17/2017,http://twitter.com/AskPlayStation/status/920421776244568064,"@JeffReadOnly Sorry to hear that! Disconnect your router and console from the power source for 3 minutes, reconnect them and try again.",@AskPlayStation,Ask PlayStation,,,,Negative,Sadness,Twitter,,728357,1249801,3140,"@JeffReadOnly Sorry to hear that! Disconnect your router and console from the power source for 3 minutes, reconnect them and try again.",Reply,,
920144237819199488,10/17/2017,http://twitter.com/AskPlayStation/status/920144237819199488,"@HilmirJohansen Hello Hilmir. Let's look into that. For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,728137,1249710,3140,"@HilmirJohansen Hello Hilmir. Let's look into that. For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",Tweet,,
919882409000218624,10/16/2017,http://twitter.com/AskPS_UK/status/919882409000218624,@dantimminsuk Hi there! Have you tried to login here https://t.co/LgfKbgQHRS and going to Account > Media&Device > Deactivate All? ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,183056,63420,22,@dantimminsuk Hi there! Have you tried to login here https://t.co/LgfKbgQHRS and going to Account > Media&Device > Deactivate All? ^EG,Reply,,
919980842780422146,10/16/2017,http://twitter.com/AskPS_UK/status/919980842780422146,"@r_halley Hey! This is a good idea, you can submit your ideas here https://t.co/EYCaUXY6zN ^ES",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,183242,63496,22,"@r_halley Hey! This is a good idea, you can submit your ideas here https://t.co/EYCaUXY6zN ^ES",Reply,,
918899804742344704,10/13/2017,http://twitter.com/AskPS_UK/status/918899804742344704,@BIwaskiw Hi there! You can change your Sign in ID going in Settings > Account Management > Account Info > Sign in ID ^eg,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,181849,63086,22,@BIwaskiw Hi there! You can change your Sign in ID going in Settings > Account Management > Account Info > Sign in ID ^eg,Reply,,
920137546025357312,10/17/2017,http://twitter.com/AskPlayStation/status/920137546025357312,@LouieGie5 Hi Louie. We'd be happy to look into that with you. Please check this article to get further information: https://t.co/mDD6URYq5z,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,728133,1249707,3140,@LouieGie5 Hi Louie. We'd be happy to look into that with you. Please check this article to get further information: https://t.co/mDD6URYq5z,Reply,,
919269863679582210,10/14/2017,http://twitter.com/AskPS_UK/status/919269863679582210,@ComboBroker Oldies but goldies! ^MN,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Sadness,Twitter,,182286,63242,22,@ComboBroker Oldies but goldies! ^MN,Reply,,
920481249810141184,10/17/2017,http://twitter.com/alsutt0n/status/920481249810141184,"I’m on @PlayStation now! Don’t worry @Xbox , you will always have a home here , maybe one day cousin @NintendoAmerica will come over to play https://t.co/9qCP9mhdz9",@alsutt0n,Al Sutton,United States of America,,,Neutral,Unclassified,Twitter,M,476,270,365,"I’m on @PlayStation now! Don’t worry @Xbox , you will always have a home here , maybe one day cousin @NintendoAmerica will come over to play https://t.co/9qCP9mhdz9",Tweet,,
919058944525512704,10/14/2017,http://twitter.com/AskPlayStation/status/919058944525512704,@DanPildner Thanks for the follow. Please check your DM's for further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,727374,1249068,3136,@DanPildner Thanks for the follow. Please check your DM's for further instructions.,Reply,,
919923951039647745,10/16/2017,http://twitter.com/AskPS_UK/status/919923951039647745,"@CameronEastwood Hello! Sorry to hear this, have you tried running a connection test? How is that looking? ^ES",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,183106,63440,22,"@CameronEastwood Hello! Sorry to hear this, have you tried running a connection test? How is that looking? ^ES",Reply,,
919567534474649601,10/15/2017,http://twitter.com/AskPS_UK/status/919567534474649601,@FIhhz Are you using a disc version. or the digital download version? ^MN,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,182701,63320,22,@FIhhz Are you using a disc version. or the digital download version? ^MN,Reply,,
918826320326529024,10/13/2017,http://twitter.com/AskPS_UK/status/918826320326529024,@V6_FormaL Hey! Have you tried a new cable? ^ES,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,181702,63046,22,@V6_FormaL Hey! Have you tried a new cable? ^ES,Reply,,
919977119329013760,10/16/2017,http://twitter.com/AskPS_UK/status/919977119329013760,@MattH_197 I'm going to send you a DM. Please follow us if you haven't already ^ES,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,183228,63494,22,@MattH_197 I'm going to send you a DM. Please follow us if you haven't already ^ES,Reply,,
919776352210948096,10/16/2017,http://twitter.com/AskPlayStation/status/919776352210948096,"@ramongarciajr21 Sorry to know that. Unplug the console from the outlet or power strip, wait 3 minutes, and plug the system back in.",@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,727874,1249462,3140,"@ramongarciajr21 Sorry to know that. Unplug the console from the outlet or power strip, wait 3 minutes, and plug the system back in.",Reply,,
918689957014749185,10/13/2017,http://twitter.com/AskPlayStation/status/918689957014749185,@BQYDO Please follow the steps in the next link to restore licenses and check again: https://t.co/WATnmh9DZx,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,727109,1248859,3135,"@BQYDO Please follow the steps in the next link to restore licenses and check again:

https://t.co/WATnmh9DZx",Reply,,
919848231646920704,10/16/2017,http://twitter.com/PlayStationUK/status/919848231646920704,@xoxShwingxox Love those Scapes. 😍,@PlayStationUK,PlayStation UK,United Kingdom,,,Positive,Joy,Twitter,,15824,553653,644,@xoxShwingxox Love those Scapes. 😍,Reply,,
919609594850304000,10/15/2017,http://twitter.com/AskPlayStation/status/919609594850304000,@Sin_abhi Thank you for the info. Please follow the steps in the next link to restore licenses and check again: https://t.co/WATnmgS37Z,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,727666,1249378,3139,"@Sin_abhi Thank you for the info. Please follow the steps in the next link to restore licenses and check again:
https://t.co/WATnmgS37Z",Reply,,
919682104169988096,10/15/2017,http://twitter.com/AskPlayStation/status/919682104169988096,@ny_mets_giants Sorry for the delay. Please format the USB to FAT32 and try again: https://t.co/wI6BHUz0yN,@AskPlayStation,Ask PlayStation,,,,Negative,Neutral,Twitter,,727789,1249425,3140,@ny_mets_giants Sorry for the delay. Please format the USB to FAT32 and try again: https://t.co/wI6BHUz0yN,Reply,,
920343898794397696,10/17/2017,http://twitter.com/AskPS_UK/status/920343898794397696,@gtrwais I'm going to send you a DM. Please follow us if you haven't already ^ES,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,183769,63606,22,@gtrwais I'm going to send you a DM. Please follow us if you haven't already ^ES,Reply,,
919656303194247168,10/15/2017,http://twitter.com/AskPS_UK/status/919656303194247168,@PeterBradford35 At least 1GB to fit the reinstallation file (it's ~900Mb). Remember to back up your data first though! ^MN,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Unclassified,Twitter,,182911,63384,22,@PeterBradford35 At least 1GB to fit the reinstallation file (it's ~900Mb). Remember to back up your data first though! ^MN,Reply,,
920453469005328385,10/17/2017,http://twitter.com/AskPlayStation/status/920453469005328385,@sixxfourthree3 Hi Miguel. Sorry to hear about the troubles. Are you getting an error message or an error code?,@AskPlayStation,Ask PlayStation,,,,Negative,Neutral,Twitter,,728404,1249812,3140,@sixxfourthree3 Hi Miguel. Sorry to hear about the troubles. Are you getting an error message or an error code?,Reply,,
918818645953957888,10/13/2017,http://twitter.com/AskPS_UK/status/918818645953957888,@Ozzie_071 Hi there! I am sorry to hear this. Do you have any specific codes at all? ^ES,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,181690,63044,22,@Ozzie_071 Hi there! I am sorry to hear this. Do you have any specific codes at all? ^ES,Reply,,
918921500077543424,10/13/2017,http://twitter.com/AskPS_UK/status/918921500077543424,@thedansinator Hi there! Can you please explain this further? What is the issue you are experiencing? ^EG,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,181897,63092,22,@thedansinator Hi there! Can you please explain this further? What is the issue you are experiencing? ^EG,Reply,,
919230535599345665,10/14/2017,http://twitter.com/AskPS_UK/status/919230535599345665,@kernvgr Did you choose deactivate all the devices or did you try to deactivate the one that is on your profile? Try mass deactivation! ^MK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,182203,63214,22,@kernvgr Did you choose deactivate all the devices or did you try to deactivate the one that is on your profile? Try mass deactivation! ^MK,Reply,,
919200544220164097,10/14/2017,http://twitter.com/AskPS_UK/status/919200544220164097,@WoieBrage Call us on 0203 538 2665 and we'll help you out! ^MN,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,182104,63188,22,@WoieBrage Call us on 0203 538 2665 and we'll help you out! ^MN,Reply,,
920338452075466754,10/17/2017,http://twitter.com/AskPS_UK/status/920338452075466754,@JoshuaChadwick0 I'm going to send you a DM. Please follow us if you haven't already ^ES,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,183753,63601,22,@JoshuaChadwick0 I'm going to send you a DM. Please follow us if you haven't already ^ES,Reply,,
920338070846754816,10/17/2017,http://twitter.com/AskPS_UK/status/920338070846754816,@EllundelPSN Ah great! No worries! Enjoy your night ^ES,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,183751,63600,22,@EllundelPSN Ah great! No worries! Enjoy your night ^ES,Reply,,
918878354341810176,10/13/2017,http://twitter.com/AskPlayStation/status/918878354341810176,@steven4432 We have sent you a Direct Message via Twitter with further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,727203,1248966,3135,@steven4432 We have sent you a Direct Message via Twitter with further instructions.,Reply,,
919258750367752192,10/14/2017,http://twitter.com/AskPlayStation/status/919258750367752192,"@ki_kimon Hello there. Let's look into that. Please make sure you are following us, so we can assist you better via a Direct Message.",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,727445,1249172,3137,"@ki_kimon Hello there. Let's look into that. Please make sure you are following us, so we can assist you better via a Direct Message.",Reply,,
920466243659890688,10/17/2017,http://twitter.com/AskPlayStation/status/920466243659890688,"@Kukrapuff Hi Tony. Sorry to hear that. Please make sure you are following us, so we can assist you better via a Direct Message.",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,728410,1249812,3139,"@Kukrapuff Hi Tony. Sorry to hear that. Please make sure you are following us, so we can assist you better via a Direct Message.",Reply,,
919119878157631488,10/14/2017,http://twitter.com/AskPS_UK/status/919119878157631488,@cheesyunicorn76 Sorry to hear that! What did you buy exactly? ^MK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Sadness,Twitter,,181992,63128,22,@cheesyunicorn76 Sorry to hear that! What did you buy exactly? ^MK,Reply,,
920007552208916480,10/16/2017,http://twitter.com/AskPS_UK/status/920007552208916480,@mad_dot_grind Have you tried a hard reset by pushing a pin in the little hole at the back? ^ES,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,183346,63520,22,@mad_dot_grind Have you tried a hard reset by pushing a pin in the little hole at the back? ^ES,Reply,,
